w1,w2,w3,w4,w5,w6,it
-0.0600502095503868,-0.0781400975371817,27929.8061001315,0.122109311794641,-0.0692779859727551,1.39999962844253,4.21764633461318
-0.0339070653511218,-0.0884513868587236,27930.0872199744,0.1364966338609,-0.0327769481174469,1.39999950114586,4.24329014397219
-0.00593803766328928,-0.0911229583845743,27930.3683398102,0.140191521479377,0.00628222033067702,1.39999944846832,4.24987587224426
0.0216655729921531,-0.0859485316370339,27930.6494596242,0.13290415608082,0.0448326415886755,1.39999939540915,4.23688694990351
0.0490441479021637,-0.0716902931009502,27930.9588378914,0.112896143497311,0.0830631077201107,1.39999947602715,4.20122488173119
0.0707717004374474,-0.0497944928645482,27931.2682161496,0.0821952531409608,0.113388254999992,1.39999926651537,4.14650394229409
0.0847900708628952,-0.0223457291513051,27931.5775943942,0.0437189444706891,0.132926837426107,1.39999925372768,4.07792418020671
0.089774104308504,0.00804456590166072,27931.8869726364,0.00112120996483953,0.139823035006011,1.39999932927477,4.00199843267964
0.0852574421409482,0.0384863815768543,27932.1963509021,-0.0415531519340131,0.133422189437071,1.39999949087474,3.92593610530479
0.0716758397892487,0.0660850069133653,27932.5057292008,-0.080252790266638,0.114332538366869,1.39999957767125,3.85695828280984
0.0503253231577789,0.0882154941884433,27932.8151075316,-0.111303092115448,0.0843668359309091,1.39999974503994,3.80161455605629
0.0205562924642431,0.103668729650157,27933.1528006082,-0.133019050573259,0.0426064500216048,1.39999942928322,3.76290826337893
-0.0126672007155884,0.108355555206463,27933.4904937313,-0.139669972078802,-0.00399515899185636,1.40000024405021,3.75105373184315
-0.0455792988346351,0.101739719650659,27933.8281869571,-0.130506253263819,-0.0501698918813256,1.40000042302325,3.76738704649536
-0.0744509502495061,0.0845635378241084,27934.1658802732,-0.106561592392733,-0.0906975983159475,1.40000065500798,3.81006575457712
-0.0960122644637467,0.0587625545494652,27934.5035736025,-0.0705422051889146,-0.121002586617088,1.40000052161513,3.87426632605449
-0.107819717184582,0.0272458079500764,27934.8412669163,-0.0265165713486816,-0.13766263668119,1.4000006701648,3.95273714612154
-0.108530541249854,-0.00643259421768194,27935.1789601997,0.0205423657366944,-0.13879618199938,1.40000037692111,4.03661449353178
-0.098054701645443,-0.0384741515738013,27935.5166534467,0.0653191983486304,-0.124273782815627,1.40000024353622,4.11642424227531
-0.0772912734313458,-0.0655187098539697,27935.8580679719,0.10311075966248,-0.0953525692022417,1.39999943794542,4.18378351797987
-0.0486820392488276,-0.084079901251435,27936.1994824267,0.129038065357034,-0.055445849092827,1.39999975152502,4.22999607104302
-0.0155209518352593,-0.0920201117961885,27936.5408968626,0.140107525597021,-0.00916157341055837,1.3999994852231,4.24972615887966
0.0183729277912875,-0.0884284022930013,27936.8823112767,0.135041458984085,0.0381568767453612,1.3999992648283,4.24069645579636
0.0490964118963897,-0.0737251723914962,27937.2237256449,0.11442436561598,0.0810484637331494,1.39999911617558,4.20394876853159
0.0731123340326369,-0.0496131864356661,27937.5651399725,0.0806364828369153,0.114562108937633,1.39999906765059,4.14372560673398
0.087657610670371,-0.0188811057076488,27937.9065542891,0.0375780194157795,0.134828906943643,1.39999906471926,4.06697866090362
0.0913138036000713,0.00874983535498474,27938.1862680186,-0.00113634169453234,0.139874999779196,1.39999946417942,3.99797459668679
0.0871971668981426,0.036294504945152,27938.4659818005,-0.0397331288161298,0.134041468835167,1.39999954653194,3.92918009509309
0.0756310630652432,0.0616159579189189,27938.7456956149,-0.0752191950834151,0.117778474798403,1.3999996772478,3.86593010916324
0.0575175075669534,0.0827452780080838,27939.0254094284,-0.104839151345094,0.0923486360059574,1.3999996004255,3.81313581512448
0.0342687541099769,0.0980358244188089,27939.3051232368,-0.126287670115853,0.0597295221516311,1.39999969366659,3.77490620409212
0.00769709742131524,0.106295486772515,27939.5848370519,-0.137896105538053,0.0224576172950404,1.39999970812282,3.75421545264079
-0.0201270369012806,0.106880718299321,27939.8645508953,-0.138762197227804,-0.0165696914354706,1.39999992337067,3.75267174005293
-0.0473487449333301,0.0996123017853774,27940.147660488,-0.128634745819671,-0.0547575692323046,1.39999941683006,3.77072280139754
-0.0714616870438895,0.0850120514094155,27940.4307700811,-0.108242404109002,-0.0885961815858314,1.39999996833025,3.80706989370587
-0.0905414001976517,0.0642399122589604,27940.713879701,-0.0792104604218119,-0.115392527182613,1.39999990418625,3.85881612040511
-0.103064104110516,0.0389473938799429,27940.9969893502,-0.0438485024991762,-0.133010980149109,1.40000000735671,3.92184489694551
-0.108028091665028,0.0111462519618268,27941.280098989,-0.0049723939962618,-0.140049972463463,1.39999977931281,3.99113725798931
-0.105033504409491,-0.0169519716714922,27941.5632086097,0.0343225352099214,-0.135948813342246,1.39999990588487,4.0611761205864
-0.094314166527681,-0.0431122596029004,27941.8463182132,0.0709074311652581,-0.121034342574516,1.39999971189248,4.12638464882932
-0.0707214536215917,-0.0704847264370604,27942.2087568685,0.109185995238461,-0.0881228173158386,1.3999994393013,4.19461195305653
-0.0389504720968299,-0.0877356626860676,27942.5711955165,0.133308565374595,-0.0437585274285387,1.39999971138138,4.23760776471427
-0.00977545132020495,-0.0927106404092012,27942.8674760765,0.140261162692749,-0.00300334024833016,1.39999945892836,4.25
