w1,w2,w3,w4,w5,w6,i
0.125148432567556,0.056320586860105,34642.4076808378,-0.0103441479168324,0.139525595532076,1.39999794527917,5
0.118973345013896,0.0842740982979723,34642.6948468905,-0.0495072154100424,0.130937980203736,1.39999747978844,5
0.105116972237436,0.109344921551503,34642.9820128744,-0.084633130585499,0.11160588240172,1.39999728679115,5
0.0847119909601829,0.129474641795765,34643.2691788311,-0.112844317876016,0.0831145363431079,1.39999715852116,5
0.0572072975611878,0.14379143498667,34643.5797556299,-0.132927286127804,0.0446994634310047,1.39999928460496,5
0.0266238528781573,0.149030608649694,34643.8903323896,-0.140314742356949,0.00198211343902508,1.39999667918847,5
0.00126168991264331,0.146148752068328,34644.1455074613,-0.136332029280971,-0.0334394200385551,1.39999928550975,5
-0.0225594857450378,0.136967118164393,34644.4006826176,-0.123538193772561,-0.0667070982010271,1.39999856018443,5
-0.0433054445228448,0.122083290721506,34644.6558578551,-0.102760143212651,-0.0956660761807923,1.39999926041056,5
-0.0596361488173954,0.102457819061897,34644.9110330957,-0.0753457034472153,-0.118446110177854,1.39999882431776,5
-0.0704953488864175,0.0793568226765745,34645.1662083526,-0.0430687316433304,-0.133568529941212,1.39999944412102,5
-0.0751820281718069,0.0542731869839221,34645.4213836426,-0.00801967901226705,-0.140054358647417,1.39999943438549,5
-0.0725445982191948,0.0249955040492497,34645.7157930617,0.0328892263454128,-0.136279768358565,1.39999951601757,5
-0.0615368522691301,-0.00223515822242775,34646.0102025411,0.0709352983948723,-0.120790106039903,1.4000000658492,5
-0.0431181465519141,-0.0250799350974611,34646.3046120675,0.102846708680458,-0.0949254841301656,1.40000005056815,5
-0.0188826155057044,-0.0415802499893345,34646.5990215886,0.125880940911783,-0.06091502238207,1.39999987220357,5
0.00907947584109389,-0.0503220433645613,34646.8934310541,0.138056809998813,-0.0216848162669997,1.39999958622663,5
0.0383580707152954,-0.0505567769018878,34647.1878404733,0.138325487418516,0.019390742842276,1.39999956579498,5
0.0664281097609537,-0.0422676827320239,34647.4822498755,0.126663006788775,0.0587771991446198,1.39999944848821,5
0.0932075383800286,-0.0240049988288621,34647.808603434,0.101032860893403,0.0963719501722163,1.39999949244532,5
0.112694607283051,0.00190368468510632,34648.1349569572,0.0646979735851188,0.12376573029287,1.3999990642948,5
0.122821904503299,0.0327135898392522,34648.4613104162,0.0214986931712581,0.138064689133021,1.39999896349899,5
0.122512436737139,0.0651637409005911,34648.7876638441,-0.0240030187909556,0.13775925871416,1.39999901657294,5
0.111791947778026,0.0958222681768609,34649.1140173029,-0.0670039282305238,0.122882434457295,1.39999921208855,5
0.0917845666646766,0.121446967689721,34649.4403708151,-0.102966046949178,0.095004938191609,1.39999933226292,5
0.0645940185866015,0.139326212015057,34649.7667243765,-0.128093080578784,0.0570695394004758,1.39999957958737,5
0.0321365143424409,0.147647693252852,34650.1025317309,-0.139850501411631,0.0117598692424929,1.39999930107788,5
-0.00127682074729647,0.1448287253317,34650.4383391388,-0.136018076621504,-0.0348949836287555,1.40000015293182,5
-0.0319199083683885,0.131176926149102,34650.7741466605,-0.117025751095229,-0.0776827952539306,1.40000039330662,5
-0.0563770829252387,0.108210730526469,34651.10995429,-0.0849942034205662,-0.111820330105765,1.40000071011693,5
-0.0719248106929512,0.0784889029910685,34651.4457619492,-0.043502161346399,-0.133496227124832,1.40000061277717,5
-0.0768348918198081,0.045324471493009,34651.7815696081,0.00281550879999174,-0.140288874249385,1.40000085003952,5
-0.0705669413955651,0.0124149113772409,34652.117377249,0.0487848046453917,-0.131439828032085,1.4000005855394,5
-0.0538290250397373,-0.0165705202170283,34652.4531848627,0.0892704732415979,-0.107936299881362,1.4000004873669,5
-0.0284989444938673,-0.038400732256266,34652.7889924286,0.119750020006443,-0.0724044149812123,1.40000019656026,5
0.00258548714918214,-0.0506439872143349,34653.1247999292,0.136818441538317,-0.0288134805701126,1.39999993500372,5
0.0359436384223795,-0.0519396340638135,34653.4606073557,0.138569123758956,0.0179669167283899,1.39999961804701,5
0.0678409942644601,-0.0421500069621417,34653.7964147107,0.124806660037689,0.0627110427583975,1.3999993426594,5
0.0947062995975425,-0.0223757075170557,34654.1322220059,0.0970685568779271,0.10042064281284,1.39999912220855,5
0.111236982660888,0.000505185816057752,34654.4160166934,0.0649889433647637,0.123654226944987,1.39999944620465,5
0.120697479555049,0.0271182884367444,34654.6998113124,0.0276834895020327,0.136995661288332,1.39999838484827,5
0.122321252516315,0.0553379771914932,34654.9836058088,-0.0118684037915757,0.139372054127786,1.39999802744715,5
0.115962121989676,0.0829057375322184,34655.2674001913,-0.0505049995781675,0.13058003271848,1.39999758222224,5
0.102118082899789,0.107611233504966,34655.551194509,-0.0851331528662514,0.111317735809373,1.39999739956715,5
0.0818915576312606,0.127472390981442,34655.8349888012,-0.112981876873676,0.0831280267033911,1.39999727777746,5
0.05433990837805,0.141798337635928,34656.1457164812,-0.133092636502956,0.0447045080788923,1.3999992917665,5
0.0237026142326984,0.147039690119232,34656.4564441102,-0.140497976850936,0.00196901690439771,1.39999668733787,5
-0.00111828756916491,0.144293979630156,34656.7057380886,-0.136716318132631,-0.0326509006241725,1.39999928883667,5
-0.0245045521190031,0.135525610462606,34656.9550321588,-0.124510808207107,-0.0652658845035118,1.39999864242606,5
-0.0450208999129351,0.121279532361916,34657.2043263147,-0.104634733812566,-0.0938597629291511,1.39999932241246,5
-0.0614042217192377,0.102432694582259,34657.4536204694,-0.0783190310045507,-0.116669620392892,1.39999883580858,5
-0.072644709406965,0.0801449757823097,34657.7029146312,-0.0471889258415359,-0.132281641867865,1.39999942532085,5
-0.0780514718018246,0.0557908099752125,34657.9522088185,-0.0131692013391096,-0.139730924092147,1.3999993933204,5
-0.0762911116062861,0.0254600321101584,34658.2564833303,0.0291999030653592,-0.137124277884418,1.39999949988134,5
-0.0655407096150283,-0.00291601109183212,34658.56075792,0.0688363244505416,-0.12193489411121,1.40000015522655,5
-0.0468046184155438,-0.026734350441809,34658.8650325688,0.10209910200584,-0.095566959957561,1.40000013303642,5
-0.0218181167442054,-0.0438145207623727,34659.1693072103,0.125934925143808,-0.0604469661697538,1.3999999384311,5
0.00711398224329963,-0.052594666437179,34659.4735817813,0.138155230381988,-0.0198003490720716,1.39999957922163,5
0.0373255287953795,-0.0522733597439293,34659.7778562946,0.137636859716257,0.0226406881857149,1.39999956009574,5
0.0660311317404204,-0.0428845452678979,34660.0821307878,0.124426699993241,0.0629772878432611,1.3999994234523,5
0.0922565835740014,-0.0236148356202794,34660.4101858899,0.0973800096009035,0.0998595209064879,1.39999949057662,5
0.11084614381434,0.00311532891847327,34660.7382409584,0.0598881299566789,0.12606000699439,1.39999904996105,5
0.119802497561939,0.0344448723951917,34661.0662959629,0.0159540219201559,0.138782758719574,1.39999896885091,5
0.118157797267696,0.067023292177141,34661.394350937,-0.0297351601679304,0.13667094562888,1.39999902186026,5
0.106075610941904,0.0973688682880582,34661.7224059435,-0.0723062049940454,0.119950492466539,1.39999922472434,5
0.0848321515279112,0.122238450394897,34662.0504610049,-0.10721974716121,0.0904048660199788,1.39999934584928,5
0.0566801488379672,0.138972199283393,34662.3785161186,-0.130751903173005,0.0511852641949071,1.39999961555944,5
0.0240629587535778,0.145800208840568,34662.7120081095,-0.140426058799994,0.00571274070057101,1.3999993092888,5
-0.00902213205146738,0.141609579617472,34663.0455001507,-0.134680259356867,-0.0404220631849178,1.40000016012527,5
-0.0389414943902223,0.126854406717543,34663.3789923006,-0.11414940128056,-0.0821361349868982,1.40000037563581,5
