t,thetadot
4949.86687685548,1.39999962844253
4950.06767680449,1.39999950114586
4950.26847675349,1.39999944846832
4950.46927670249,1.39999939540915
4950.69026127505,1.39999947602715
4950.9112458476,1.39999926651537
4951.13223042016,1.39999925372768
4951.35321499271,1.39999932927477
4951.57419956527,1.39999949087474
4951.79518413782,1.39999957767125
4952.01616871038,1.39999974503994
4952.25737811693,1.39999942928322
4952.49858752348,1.40000024405021
4952.73979693003,1.40000042302325
4952.98100633658,1.40000065500798
4953.22221574314,1.40000052161513
4953.46342514969,1.4000006701648
4953.70463455624,1.40000037692111
4953.94584396279,1.40000024353622
4954.18971150141,1.39999943794542
4954.43357904002,1.39999975152502
4954.67744657863,1.3999994852231
4954.92131411724,1.3999992648283
4955.16518165585,1.39999911617558
4955.40904919447,1.39999906765059
4955.65291673308,1.39999906471926
4955.85271236287,1.39999946417942
4956.05250799265,1.39999954653194
4956.25230362244,1.3999996772478
4956.45209925223,1.3999996004255
4956.65189488202,1.39999969366659
4956.85169051181,1.39999970812282
4957.05148614159,1.39999992337067
4957.25370732084,1.39999941683006
4957.45592850009,1.39999996833025
4957.65814967933,1.39999990418625
4957.86037085858,1.40000000735671
4958.06259203783,1.39999977931281
4958.26481321707,1.39999990588487
4958.46703439632,1.39999971189248
4958.7259192225,1.3999994393013
4958.98480404867,1.39999971138138
4959.19643308318,1.39999945892836
4959.40806211768,1.39999938365306
4959.61969115218,1.3999994146614
4959.83132018668,1.39999934253212
4960.04294922118,1.39999923473401
4960.25457825569,1.39999931615852
4960.46620729019,1.39999946336984
4960.67783632469,1.3999995747427
4960.92845434441,1.39999944015718
4961.17907236413,1.40000000737947
4961.42969038385,1.40000027512578
4961.68030840357,1.40000061856173
4961.93092642329,1.40000075445855
4962.18154444301,1.4000009429544
4962.43216246273,1.4000007451942
4962.63508194769,1.39999942059771
4962.83800143265,1.39999975164961
4963.04092091761,1.39999962550553
4963.24384040256,1.39999963914943
4963.44675988752,1.39999954030609
4963.64967937248,1.39999946949922
4963.85259885744,1.39999940245815
4964.0555183424,1.39999936431014
4964.30583086621,1.39999946474782
4964.55614339003,1.39999905204645
