hi,it
-0.117568403007678,1
-0.117868862554838,1
-0.117603073602438,1
-0.117407553065849,1
-0.117147082101554,1
-0.117043024843361,1
-0.11666600602792,1
-0.116400245124285,1
-0.11626572903673,1
-0.115865165393099,1
-0.115068663298668,1
-0.114011957326552,1
-0.113026563202686,1
-0.112097838222981,1
-0.110996997422141,1
-0.109971863143517,1
-0.109123719846421,1
-0.108763136235944,1
-0.107982527036472,1
-0.107506262904977,1
-0.107154815521812,1
-0.106950239372525,1
-0.107060433028963,1
-0.107213180861165,1
-0.107805611412219,1
-0.108823187853965,1
-0.109681689107164,1
-0.110282257998597,1
-0.110996670419578,1
-0.11163891884007,1
-0.112564114989127,1
-0.11347199528222,1
-0.11488674557205,1
-0.116433317723764,1
-0.117996257557139,1
-0.119876286797828,1
-0.121538421982741,1
-0.122865798174517,1
-0.123056211926322,1
-0.12298475988942,1
-0.122409549409247,1
-0.121687872589274,1
-0.12110214141139,1
-0.12025433024081,1
-0.119627076564972,1
-0.119368436866061,1
-0.119425334267337,1
-0.11951269704412,1
-0.119296606040282,1
-0.118803567535471,1
-0.118384202055777,1
-0.117383235380498,1
-0.116383243305731,1
-0.115709695046194,1
-0.114755277714631,1
-0.114103945125908,1
-0.113593686842438,1
-0.113289067700383,1
-0.113126772326958,1
-0.113013125445196,1
-0.112879012047774,1
-0.112701971757264,1
-0.112709931994,1
-0.112306337863695,1
-0.111643530428824,1
-0.111214915522694,1
-0.110543610523264,1
-0.109907602504828,1
-0.109150351513812,1
-0.10827496398458,1
-0.107391495312612,1
-0.106071946487698,1
-0.104798105266379,1
-0.103515994074246,1
-0.102551166239572,1
-0.101853238772916,1
-0.101540252599485,1
-0.102139303932634,1
-0.103321547273932,1
-0.104532506058891,1
-0.105891147215741,1
-0.107378587642588,1
-0.109024598510974,1
-0.111081990159738,1
-0.112550485071396,1
-0.11367655415986,1
-0.114477533529082,1
-0.114971441148693,1
-0.115648045670545,1
-0.116219988549829,1
-0.116954118749869,1
-0.118076548923959,1
-0.11922521124998,1
-0.120752273270107,1
-0.122142706466816,1
-0.12271446614738,1
-0.122332359339855,1
-0.121187669028055,1
-0.119589580783443,1
-0.117737161426758,1
-0.115923894562527,1
-0.114392252303656,1
-0.112626037378968,1
-0.111029604742606,1
-0.109883242445064,1
-0.108389104059664,1
-0.106788327530861,1
-0.105798054360374,1
-0.104831383005045,1
-0.104191909466269,1
-0.103819314990645,1
-0.103568409814487,1
-0.103322620576423,1
