xt,yt,i
-0.11365857915777,0.00794391709402768,4
-0.110746703754018,0.0114256534533372,4
-0.106969171999185,0.0139720453006094,4
-0.102346452605572,0.0154192053115436,4
-0.0974842182572127,0.0154452837392612,4
-0.0928106870578983,0.0140378866271587,4
-0.0887403166132181,0.0113108480909495,4
-0.0856376096477295,0.00749524046964536,4
-0.0837842721067522,0.00292021648965912,4
-0.0833534195055556,-0.00201545640238018,4
-0.0846752236151042,-0.0075970365860436,4
-0.0878079568111491,-0.012432587966047,4
-0.0913914527018928,-0.0153606996164409,4
-0.0956503987449674,-0.0172089687640203,4
-0.100268102120451,-0.0178374324738145,4
-0.10490168684612,-0.0171921496220268,4
-0.109203134133769,-0.0153102438326649,4
-0.112845978008947,-0.0123228663115053,4
-0.115552420399179,-0.00844670256421102,4
-0.117166345962092,-0.00368791401692591,4
-0.117349355017551,0.00135202719669486,4
-0.116075325376547,0.00625123222620184,4
-0.113440447156374,0.0105959584741643,4
-0.10965668032629,0.0140157967441768,4
-0.105034508106874,0.0162157172304342,4
-0.0999571755588479,0.0170014096137615,4
-0.0937512358438266,0.0159348120849453,4
-0.0882704508925116,0.0127558698979768,4
-0.0849105894595976,0.00898317555889334,4
-0.0827259911819811,0.00441488313426669,4
-0.0818970931567724,-0.000600636444714656,4
-0.0825016099831034,-0.00567125363439432,4
-0.0845019225304611,-0.0103923830377034,4
-0.0877482104926102,-0.0143851822151512,4
-0.0919925968186084,-0.0173276115859554,4
-0.09716493179584,-0.0190252892005073,4
-0.102628940494938,-0.0191394755672203,4
-0.107908467185285,-0.0176472922839448,4
-0.112539490628819,-0.0146669666640859,4
-0.116111615375802,-0.0104482536317731,4
-0.118304246910054,-0.0053511099658657,4
-0.118915064022792,0.000184900512865231,4
-0.117484501538723,0.00668977898101359,4
-0.113865896895632,0.0123139386667056,4
-0.109806395928251,0.0156390125363616,4
-0.104980202877393,0.0177458351527017,4
-0.0997473521323599,0.0184587104720071,4
-0.094504333620762,0.0177126649177463,4
-0.0896488014511697,0.015558065816698,4
-0.0855505264163861,0.0121513828340109,4
-0.0825259783635139,0.0077433966346873,4
-0.0807606971607451,0.00238182482644257,4
-0.0806054665630344,-0.00327890713415544,4
-0.0820833130505382,-0.00876387532363723,4
-0.0850797682036072,-0.0136104027439374,4
-0.0893521200260542,-0.0174068443739757,4
-0.0945488490738006,-0.0198273673748319,4
-0.100238426388896,-0.020660014911876,4
-0.107023245757232,-0.0194725557347495,4
-0.113011685292351,-0.0160377519905263,4
-0.116791260416498,-0.0118519606906154,4
-0.119262955589991,-0.00675931840708614,4
-0.120222061677066,-0.00116592425177951,4
-0.11958576866548,0.00448481933932422,4
-0.117396044572435,0.00974690027886012,4
-0.113817786383136,0.0142022565285411,4
-0.109128376007271,0.0174935101583986,4
-0.103656365676897,0.0193612270947516,4
-0.0978665433598713,0.0196214199608681,4
-0.092222281572299,0.018245153154692,4
-0.0871777084462911,0.0153349815587663,4
-0.0831410781765202,0.0111175495027268,4
-0.0804415203670673,0.00592562084037758,4
-0.0793023111482759,0.00017161882707048,4
-0.0801430713364042,-0.0069159144706296,4
-0.0833337343742808,-0.0133260728405023,4
-0.0873797748366784,-0.0174617442418957,4
-0.0924168862647772,-0.0203311961433398,4
-0.0980617022082918,-0.0217148985630946,4
-0.103885537306567,-0.0215017322121156,4
-0.109442263483127,-0.0196981691277128,4
-0.114303069327233,-0.0164335828715582,4
-0.11809208138591,-0.0119516477420877,4
-0.120547382570346,-0.00647495073683262,4
-0.121375113137582,-0.000516312371526891,4
-0.120499513476803,0.00544870288125895,4
-0.117983899585701,0.0109411131311674,4
-0.11402568426287,0.0155201340287787,4
-0.108936979163839,0.0188183075374501,4
-0.103118929826217,0.0205680571687043,4
-0.095747541802864,0.0204080811817868,4
-0.0888378540664353,0.0177641921966636,4
-0.083202118714709,0.0129366924742665,4
-0.0799810119291216,0.00767215587049671,4
-0.0783661777842727,0.00170703313770378,4
-0.0784946806290223,-0.00448645983067489,4
-0.0803649404969803,-0.0104100770640008,4
-0.0838325311167233,-0.0155817451498986,4
-0.0886231125986134,-0.0195793583738851,4
-0.0943561859781222,-0.0220749957950306,4
-0.10186311553567,-0.0228058230811695,4
-0.10919124362505,-0.0209654720185671,4
-0.115481997220494,-0.0167544330227571,4
-0.119317901805545,-0.0119034125895178,4
-0.121673770714604,-0.00616785083979975,4
-0.122356901025518,3.24936966762668e-06,4
-0.121306887525546,0.00612728910274653,4
-0.118602412023379,0.0117270246198091,4
-0.114454642653352,0.0163681527758408,4
-0.109186125514483,0.0196919786805729,4
-0.102639215812092,0.0215131908637306,4
-0.0958411531390806,0.021288101215569,4
-0.0894170362302754,0.0190336688116446,4
-0.0839578405104388,0.0149551481347399,4
-0.0799660590841005,0.00942486436097507,4
-0.0778108654036326,0.00294777337401576,4
-0.0776940293430113,-0.00388341963223639,4
-0.079950723931279,-0.0111083300798642,4
-0.0844688922309522,-0.0171912304308368,4
-0.0895998211424188,-0.0208732949897468,4
-0.0955550362285208,-0.0229913572559851,4
-0.101870581177383,-0.0233824880067484,4
-0.108056030205128,-0.0220144967325656,4
-0.113628946279206,-0.0189887560066748,4
-0.118152858096642,-0.0145366433233035,4
-0.121272108632851,-0.00900230848169606,4
-0.122763033540142,-0.002510975095334,4
-0.122302817951275,0.00413577017942525,4
-0.119929800427421,0.0103627287602398,4
-0.115853283340096,0.0156340620670949,4
-0.110428160444904,0.0195011821267139,4
-0.104119244063914,0.0216358760247238,4
-0.0974645210042031,0.0218549607872401,4
-0.089601695125988,0.0194576622620605,4
-0.0830940061206261,0.0144175482744801,4
-0.0794764678558577,0.00898293693709982,4
-0.0775491006119053,0.00275412773849527,4
-0.0774692487196799,-0.00376660877747222,4
-0.0792461388631809,-0.010046002652405,4
-0.0827330219157964,-0.0155648686453906,4
-0.0876412816424332,-0.0198680838371614,4
-0.093568179541363,-0.0226022559735922,4
-0.101091169681093,-0.0235221830856425,4
-0.108495997159683,-0.0219237831612371,4
-0.114961923696594,-0.017982301198963,4
-0.119770204885691,-0.0121352652459464,4
-0.122384393753256,-0.00503461091015461,4
-0.12251013090044,0.00252468015123048,4
-0.120135351275271,0.00969255724298154,4
-0.115419412654521,0.0157730553317194,4
-0.108948200287671,0.0199113372120003,4
-0.101477931176102,0.021640362861977,4
-0.0938732610303983,0.0207676906884619,4
-0.0870140529341785,0.0173999071294403,4
-0.0816920973926206,0.0119351437029918,4
-0.0785164932810479,0.00501428571315232,4
-0.0778456171577406,-0.00255734635146421,4
-0.0797771144499818,-0.00996711848832166,4
-0.0840936390472038,-0.0162756802207516,4
-0.0890777714329372,-0.0201014031545951,4
-0.0949295875990551,-0.0223717474736983,4
-0.101178141756797,-0.0229141599356832,4
-0.107324695490818,-0.021690030943958,4
-0.112878548176045,-0.0187981312256719,4
-0.117396417859245,-0.0144710688741581,4
-0.120519027006617,-0.00905705357324391,4
-0.122019127040116,-0.00275010829632356,4
-0.121617022901892,0.0037114315325692,4
-0.119352432323344,0.00976608001838709,4
-0.115430949273669,0.0148916374573717,4
-0.110199957807713,0.0186518608662538,4
-0.104114067299354,0.02072938933325,4
-0.0976984321392822,0.0209499560255953,4
-0.090155238536741,0.0186566219268496,4
-0.0839217196174143,0.0138354860202518,4
-0.0820306712071984,0.0114010588352919,4
-0.0805061056260162,0.00872727187048193,4
-0.0793767486321293,0.00586380386803596,4
-0.0786653227909542,0.00286908718562816,4
-0.0783857856091085,-0.000193906601238532,4
-0.0785430347012559,-0.00326256639730851,4
-0.0791335626804917,-0.00627580160634237,4
-0.081521517235528,-0.0118449101034869,4
-0.0853616848978541,-0.0165382288575656,4
-0.0893937230074853,-0.019470049032738,4
-0.0939825293154075,-0.021396238053574,4
-0.0988867352097392,-0.0222189408328645,4
-0.103846309027559,-0.0218960573913075,4
-0.108596258336785,-0.0204463277974922,4
-0.112883489309224,-0.0179490897008556,4
-0.117455154747402,-0.0133061434548441,4
-0.120421883310017,-0.00752214782965006,4
-0.121508475775717,-0.00112860000072023,4
-0.120619258368165,0.00528032423005684,4
-0.117848924699479,0.0111107426087691,4
-0.113466312163421,0.0158283003147526,4
-0.108990337393722,0.0185561294744595,4
-0.103992652645463,0.0201043034921532,4
-0.0987836014631236,0.0203808448885095,4
-0.0936799402110272,0.0193757630766719,4
-0.0889887143402639,0.0171565959912676,4
-0.0849922001523577,0.0138636297137442,4
-0.081500846454543,0.00887651936094568,4
-0.0795969311637796,0.00310708540639208,4
-0.0794293157113089,-0.00295239571799033,4
-0.0810034195196439,-0.00879158899146771,4
-0.0841807001430838,-0.0139208872887713,4
-0.088687549171984,-0.0179117850809618,4
-0.0941386011077954,-0.0204338519407531,4
-0.100070860795888,-0.0212820423156494,4
-0.106138007131181,-0.0203347629132823,4
-0.111633568750857,-0.017635611400184,4
-0.116074477030842,-0.0134360865978147,4
-0.119072718957071,-0.00811673448206466,4
-0.120363698895808,-0.00215584853879307,4
-0.119834136900632,0.00391040852992768,4
-0.117536413150357,0.00953846309355818,4
-0.113185880578399,0.0146531042417576,4
-0.10740986201492,0.0180598799920941,4
-0.10084520764252,0.0193930234813274,4
-0.094212366078544,0.0185122430711359,4
-0.0882379475047877,0.0155184381328425,4
-0.0835746145603579,0.0107440755019912,4
-0.0807291712882735,0.00471609573515848,4
-0.0800082073458807,-0.00190280648898536,4
-0.0816034466008626,-0.00867558938169664,4
-0.0854056528381401,-0.0144931020062399,4
-0.0909544724861979,-0.0186602860824257,4
-0.0975809691012835,-0.0206829066564063,4
-0.104489725397725,-0.0203259142172863,4
-0.110854096149027,-0.0176392992957749,4
-0.115914474280859,-0.0129511765061482,4
-0.119069250046637,-0.00682812928873068,4
-0.119961312256237,-0.00169503908332318,4
