w1,w2,w3,w4,w5,w6,it
-0.0480138051777024,-0.103324987042426,6931.55896897336,0.130898759831879,-0.049181172086226,1.39999943003249,4.23402312149226
-0.0207459801106596,-0.109384561335062,6931.83956097489,0.139351363492835,-0.0109441681690451,1.39999952042918,4.24913483604184
0.00712344947984225,-0.107642362829796,6932.12015299049,0.136883747483243,0.0281374354538752,1.39999960393567,4.24472318842997
0.0348854737505504,-0.097445122887622,6932.41750753844,0.122578690326411,0.0670764184628778,1.39999943393416,4.21914835385349
0.0584306073396499,-0.0795461735404402,6932.71486209917,0.0974916350499261,0.100116131217138,1.39999973492441,4.17429727205262
0.0756867180293701,-0.0555194254928733,6933.01221668577,0.0638251371935087,0.124356238648062,1.39999977482997,4.11410771083607
0.0851340824915349,-0.0274766641984659,6933.30957129709,0.0245346502401469,0.137667272360305,1.39999986065594,4.04386348229192
0.0859388931899074,0.00211788884703694,6933.60692591659,-0.0169316687714417,0.138882069541295,1.39999984742471,3.96972926265264
0.0780259921622685,0.0306639277311044,6933.9042805417,-0.0569341718956521,0.127894310045159,1.39999995295731,3.898212078986
0.0620851724228998,0.0556532656094666,6934.20163516734,-0.0919618725393145,0.105668548182122,1.39999987696019,3.83558893531486
0.0355610248742433,0.0772206058578346,6934.54474133031,-0.122212409728584,0.0686392428896332,1.39999947993696,3.78150648908739
0.00330552612272134,0.0886221192475904,6934.88784750804,-0.138240646733025,0.0235818104246156,1.40000012197105,3.75285092305594
-0.0240709566582392,0.0894926687792135,6935.16201605542,-0.139518605830892,-0.0146693739750942,1.39999946573884,3.75056616514374
-0.0506663774423494,0.0829341038587966,6935.43618457539,-0.130396654740276,-0.0518307741029049,1.39999965230914,3.76687455088451
-0.0745050846462928,0.0694324035443386,6935.71035307512,-0.111554621793148,-0.0851348518942366,1.39999958527081,3.80056067114424
-0.0938123265075498,0.0499918123999159,6935.98452157497,-0.0843973218493514,-0.112096806736419,1.39999958954564,3.84911297303245
-0.107147224712351,0.0260614717023933,6936.25869007498,-0.0509536688585683,-0.130700112651354,1.39999949863595,3.90890412825087
-0.11351537017208,-0.000573168057870615,6936.53285856709,-0.0137229805973298,-0.139552789531521,1.39999948580058,3.97546581220716
-0.112445175421071,-0.02792474115979,6936.80702705174,0.0245134528167731,-0.137993848260536,1.39999948936512,4.04382558516293
-0.103295626579653,-0.0554217183550083,6937.09756028725,0.0629534935936035,-0.125121388938473,1.39999939158401,4.11254937096837
-0.0866650731674113,-0.0791319416763106,6937.38809352402,0.0960961980043306,-0.101775989592743,1.39999948794576,4.17180248498454
-0.0639521385855589,-0.0970705054893128,6937.67862676979,0.121162807051405,-0.069914864696918,1.39999949146127,4.2166170126543
-0.037065144444456,-0.107736643971937,6937.96916002467,0.136051586228607,-0.0322089403116097,1.39999953254503,4.24323543579851
-0.00826223625249498,-0.110239582504036,6938.25969328686,0.139514916175109,0.00818179910088546,1.39999957611342,4.24942723842429
0.0200378685495325,-0.104372799150651,6938.55022655894,0.131262863321892,0.0478719468096596,1.39999964535211,4.23467407216122
0.0454586300049324,-0.0906311085258914,6938.84075984172,0.111987161676537,0.0835347710736307,1.39999967638024,4.20021263132104
0.0695142049023684,-0.0648921241385953,6939.19550904608,0.0759067077468793,0.117310031730363,1.39999945838825,4.13570735667733
0.0831056421129543,-0.0323703099554974,6939.55025829628,0.0303267494802095,0.136447312100365,1.40000013454504,4.0542186999112
0.0852707230862099,-0.00440561344799208,6939.83195510718,-0.00886731668556505,0.139573484244321,1.39999948821599,3.98414685415903
0.0795676908349214,0.0230664991996793,6940.1136519024,-0.047374507614233,0.131685005836263,1.39999983808796,3.91530301612268
0.0664407414084386,0.0478865587901737,6940.39534869253,-0.0821730052941492,0.113404073889946,1.39999977256951,3.85308964557009
0.0469181047867199,0.0680982394105172,6940.67704550309,-0.110521701944132,0.0861676130976426,1.3999999271298,3.80240734354686
0.0225331819308014,0.0821025715103967,6940.95874230885,-0.130183130182848,0.0521233724867779,1.39999962328649,3.76725629387053
-0.00479600515850417,0.088790090925385,6941.24043910281,-0.139603645864734,0.0139559141010245,1.39999979740884,3.75041412906489
-0.0329191146956887,0.0876311353364594,6941.52213588871,-0.138041796936692,-0.0253252123732744,1.39999969876152,3.75320643024413
-0.0608954638655835,0.0780687394585605,6941.81805133394,-0.124719779671036,-0.0644000971002027,1.39999944360304,3.77702376869017
-0.0848811372494337,0.0607800254306011,6942.11396677115,-0.100581149970245,-0.0978928349820867,1.39999964866879,3.82017923844695
-0.102795918480654,0.0372647737005286,6942.40988221602,-0.0677243774676929,-0.122891018877645,1.3999995907094,3.87892115833286
-0.11308752743101,0.0095638905085774,6942.7057976625,-0.0290055257104884,-0.137220930434595,1.39999954202603,3.9481434073477
-0.114866692449822,-0.0199177356838089,6943.00171309886,0.0122095651266548,-0.139636880604826,1.39999951012546,4.0218284768066
-0.107984228972463,-0.0486203199089067,6943.2976285238,0.0523378940158638,-0.129929145964929,1.39999948864488,4.09357061400471
-0.0930438096229812,-0.074051847583884,6943.59354394485,0.0878911844390095,-0.108941646591698,1.39999948332559,4.1571334163936
-0.0665097363309073,-0.0970763422148264,6943.94676615736,0.120072863326098,-0.0717088488277944,1.39999939180032,4.21466839195556
-0.0336595922730276,-0.109471948047652,6944.29998838184,0.137386429552745,-0.0256296643922792,1.39999958055631,4.24562189233805
-0.00628402745215047,-0.110736327819036,6944.57534596832,0.139133122587539,0.012769664730861,1.39999941487946,4.24874466108556
0.0203884726275915,-0.104499128443061,6944.85070356234,0.130379685825395,0.0501871013816034,1.39999964075467,4.23309511178889
