t,thetadot
4950.29304115699,1.39999950960641
4950.49972058216,1.39999948610182
4950.70640000733,1.39999947648414
4950.95917285832,1.39999940319545
4951.21194570931,1.39999949696298
4951.41371484661,1.39999940563
4951.61548398391,1.39999958327989
4951.81725312122,1.39999972221501
4952.01902225852,1.39999969387272
4952.22079139582,1.39999957272588
4952.42256053313,1.39999968734713
4952.62432967043,1.39999978206914
4952.8305838968,1.39999940306884
4953.03683812316,1.39999980190953
4953.24309234953,1.39999978719041
4953.44934657589,1.39999980124736
4953.65560080226,1.39999970186438
4953.86185502862,1.39999974104055
4954.06810925499,1.39999964479006
4954.3211624981,1.39999940225332
4954.57421574122,1.39999967990052
4954.77651609311,1.39999940337908
4954.97881644501,1.39999949080101
4955.1811167969,1.39999955701457
4955.3834171488,1.39999950176668
4955.58571750069,1.39999940341844
4955.78801785258,1.3999994776624
4955.99031820448,1.39999957195663
4956.19686140395,1.39999940227125
4956.40340460342,1.39999964013867
4956.60994780289,1.39999968778937
4956.81649100236,1.39999975479078
4957.02303420183,1.39999973237869
4957.2295774013,1.39999984049061
4957.43612060077,1.39999978725005
4957.68921850705,1.39999940122335
4957.94231641333,1.40000023628346
4958.14445600923,1.39999940891245
4958.34659560513,1.39999966291613
4958.54873520102,1.39999960378344
4958.75087479692,1.39999963125393
4958.95301439281,1.39999951529253
4959.15515398871,1.39999950430147
4959.3572935846,1.39999950618787
4959.56399328599,1.39999940436298
4959.77069298737,1.39999947565569
4959.97739268875,1.39999948733723
4960.18409239014,1.39999950784195
4960.39079209152,1.39999953252743
4960.5974917929,1.39999959016271
4960.80419149429,1.39999962237369
4961.05717796756,1.39999940347135
4961.31016444084,1.4000000501927
4961.51166577292,1.39999940965437
4961.713167105,1.39999975263006
4961.91466843708,1.39999973094924
4962.11616976916,1.39999989629183
4962.31767110124,1.39999957571214
4962.51917243332,1.39999977053642
4962.7206737654,1.3999996830338
4962.92653980608,1.39999939990314
4963.13240584677,1.39999962770295
4963.33827188745,1.39999958865571
4963.54413792814,1.39999954467929
4963.75000396882,1.39999951222925
4963.9558700095,1.39999948907077
4964.16173605019,1.39999947913629
4964.41475684484,1.39999940565944
4964.6677776395,1.39999949764773
4964.87103556185,1.3999994073322
4965.07429348421,1.39999958561802
4965.27755140656,1.39999972919719
4965.48080932891,1.39999970153694
4965.68406725126,1.39999958069609
4965.88732517362,1.39999969393944
4966.09058309597,1.39999979048663
4966.29758866183,1.39999940091033
4966.50459422768,1.39999980571433
4966.71159979354,1.39999979012116
4966.9186053594,1.39999980419443
4967.12561092526,1.3999997027264
4967.33261649112,1.3999997420759
4967.53962205697,1.39999964536066
4967.79249665015,1.39999940087919
4968.04537124333,1.39999967591479
4968.24650365973,1.3999994033229
4968.44763607614,1.39999949069846
4968.64876849255,1.39999955716583
4968.84990090895,1.39999950204349
4969.05103332536,1.39999940436888
4969.25216574177,1.39999947933425
4969.45329815817,1.39999957326441
4969.659353946,1.39999940500892
4969.86540973383,1.39999964059832
4970.07146552166,1.39999968658608
4970.27752130948,1.39999975301748
4970.48357709731,1.39999973067099
4970.68963288514,1.3999998373906
4970.89568867297,1.39999978308841
4971.14884051448,1.39999940099347
4971.40199235599,1.40000023474235
4971.60462793868,1.39999940740506
4971.80726352137,1.39999966486521
4972.00989910406,1.39999960481153
4972.21253468676,1.39999963115109
4972.41517026945,1.39999951411052
4972.61780585214,1.39999950259875
4972.82044143483,1.39999950416837
4973.02710851007,1.39999940209027
4973.23377558531,1.39999947378151
4973.44044266055,1.39999948646796
4973.64710973579,1.39999950723949
4973.85377681103,1.39999953205948
4974.06044388627,1.39999959035366
4974.26711096152,1.3999996236643
4974.52020360844,1.39999940519328
4974.77329625537,1.40000005425263
4974.97525256496,1.39999941223669
4975.17720887455,1.39999975933513
4975.37916518414,1.39999973811402
4975.58112149373,1.39999990311614
4975.78307780332,1.39999958131824
4975.98503411291,1.39999977545045
4976.1869904225,1.39999968692774
4976.39337154225,1.39999940090776
4976.599752662,1.39999962961685
4976.80613378174,1.39999958925402
4977.01251490149,1.39999954400177
4977.21889602124,1.3999995105739
4977.42527714099,1.39999948679252
4977.63165826074,1.3999994765327
4977.88450737585,1.39999940303648
4978.13735649095,1.39999949514749
4978.33940303152,1.39999940462612
4978.54144957208,1.3999995817682
