hi,it
-0.116610238534759,1
-0.115591293081149,1
-0.114758348378017,1
-0.114270381917203,1
-0.114085153231477,1
-0.11410540029707,1
-0.114194459224392,1
-0.114441021215059,1
-0.114980197216055,1
-0.115132623281173,1
-0.115043396082314,1
-0.115073143590037,1
-0.11511263363237,1
-0.114732597912391,1
-0.114697561174872,1
-0.114377120577909,1
-0.114261817439063,1
-0.114348544716438,1
-0.115131309281341,1
-0.116332157003293,1
-0.117471528424717,1
-0.118432784819373,1
-0.119749373342389,1
-0.120696992500977,1
-0.121788637943686,1
-0.122575297913033,1
-0.122715760943173,1
-0.122224347932193,1
-0.121254981872937,1
-0.1201079921661,1
-0.118792841584727,1
-0.11725206766222,1
-0.115508341292194,1
-0.113230651022422,1
-0.111279593826343,1
-0.109418550638859,1
-0.107906947483887,1
-0.107078341446489,1
-0.10724828271666,1
-0.108118494921675,1
-0.109486359003783,1
-0.111087020807313,1
-0.112648910360741,1
-0.114527557641825,1
-0.116588124810738,1
-0.11889433467978,1
-0.120713768299135,1
-0.1225722293615,1
-0.123525466632215,1
-0.123742835622227,1
-0.122630542443333,1
-0.121201354943938,1
-0.119407564790074,1
-0.117608048840533,1
-0.115701364182271,1
-0.113617094226575,1
-0.111970597233818,1
-0.109886531081582,1
-0.107926242242505,1
-0.106086292691444,1
-0.104043660030111,1
-0.10229774507177,1
-0.101418018168636,1
-0.102596780694219,1
-0.104276585444233,1
-0.106251924889441,1
-0.108062212750876,1
-0.110284327369646,1
-0.112538241551656,1
-0.114684814509922,1
-0.117087019710585,1
-0.119408173206821,1
-0.121922228302461,1
-0.124049160652206,1
-0.125262716235308,1
-0.12499272886143,1
-0.123479002736094,1
-0.12125993744231,1
-0.119360127818688,1
-0.11719977276233,1
-0.115438228410225,1
-0.113678674332206,1
-0.111930649100264,1
-0.110376584016959,1
-0.108811137410145,1
-0.107307493120295,1
-0.105744718839644,1
-0.103908931870115,1
-0.1019508150654,1
-0.101229055134341,1
-0.102669758092824,1
-0.104686658371635,1
-0.106774046569318,1
-0.108627725225436,1
-0.110152168240956,1
-0.111314746992565,1
-0.1122947554228,1
-0.112996105622423,1
-0.113763905502973,1
-0.114720728172084,1
-0.116084565456196,1
-0.117349355017551,1
-0.118915064022792,1
-0.120222061677066,1
-0.121375113137582,1
-0.122356901025518,1
-0.122763033540142,1
-0.12251013090044,1
-0.122019127040116,1
-0.121508475775717,1
-0.120363698895808,1
