hi,it
-0.105496066825683,1
-0.105492120424161,1
-0.105504454682779,1
-0.105499613232025,1
-0.105496123002409,1
-0.105492062929666,1
-0.105504498260224,1
-0.105499593058566,1
-0.105496114749824,1
-0.105492096567007,1
-0.105504446662927,1
-0.105499649489458,1
-0.105496068861536,1
-0.105492122151119,1
-0.105504449407875,1
-0.105499620597847,1
-0.105496115561214,1
-0.105492068776717,1
-0.105504495658058,1
-0.105499591988288,1
-0.105496119146807,1
-0.105492089979575,1
-0.105504453837028,1
-0.105499643463225,1
-0.105496072138516,1
-0.105492122235466,1
-0.105504445773722,1
-0.105499626720181,1
-0.10549610864235,1
-0.105492074904899,1
-0.105504491987177,1
-0.105499592467201,1
-0.105496121930232,1
-0.105492084700155,1
-0.10550446037181,1
-0.105499637293672,1
-0.105496076289229,1
-0.105492120945565,1
-0.105504443685722,1
-0.105499631502508,1
-0.105496102500125,1
-0.105492080969135,1
-0.105504487606405,1
-0.105499594216383,1
-0.105496123232676,1
-0.105492080768972,1
-0.105504466053668,1
-0.105499631306757,1
-0.105496080966141,1
-0.105492118573078,1
-0.105504442989289,1
-0.105499634936313,1
-0.10549609730622,1
-0.10549208668383,1
-0.105504482847896,1
-0.105499596940769,1
-0.10549612323551,1
-0.105492078153863,1
-0.105504470746889,1
-0.105499625762591,1
-0.105496085854994,1
-0.105492115410325,1
-0.105504443489041,1
-0.105499637075549,1
-0.105496093157409,1
-0.105492091829241,1
-0.105504478005763,1
-0.105499600343287,1
-0.105496122152964,1
-0.105492076764112,1
-0.10550447438465,1
-0.105499620860605,1
-0.10549609067836,1
-0.105492111747664,1
-0.1055044449603,1
-0.105499638033305,1
-0.105496090082277,1
-0.105492096247013,1
-0.105504473331539,1
-0.105499604148629,1
-0.105496120218644,1
-0.105492076465075,1
-0.105504476962547,1
-0.105499616730994,1
-0.105496095214419,1
-0.105492107839804,1
-0.105504447174268,1
-0.105499637954418,1
-0.105496088056678,1
-0.105492099843529,1
-0.105504469027008,1
-0.105499608102856,1
-0.105496117668006,1
-0.1054920770931,1
-0.105504478530745,1
-0.105499613451059,1
-0.105496099285371,1
-0.10549210392227,1
-0.105504449895907,1
-0.105499637013792,1
-0.105496087003779,1
-0.10549210257614,1
-0.105504465241208,1
-0.105499611988333,1
-0.105496114728922,1
-0.105492078462171,1
-0.105504479180819,1
-0.105499611039244,1
-0.105496102770599,1
-0.10549210018869,1
-0.105504452908359,1
-0.105499635402116,1
-0.105496086814657,1
-0.105492104453971,1
-0.105504462074751,1
-0.105499615624096,1
-0.105496111609351,1
-0.105492080382299,1
-0.105504479030999,1
-0.105499609471895,1
-0.105496105594453,1
-0.105492096791849,1
-0.105504456017018,1
-0.105499633310189,1
-0.105496087356622,1
-0.105492105528482,1
-0.105504459579481,1
-0.105499618875961,1
-0.105496108492047,1
-0.105492082669275,1
-0.105504478222763,1
-0.105499608682816,1
-0.105496107729868,1
-0.105492093839036,1
-0.105504459051925,1
-0.105499630919072,1
-0.1054960884787,1
-0.105492105882281,1
-0.105504457763523,1
-0.105499621649661,1
-0.105496105526872,1
-0.105492085150204,1
-0.105504476905217,1
-0.105499608580297,1
-0.105496109190143,1
-0.105492091400858,1
-0.105504461880321,1
