hi,it
-0.101358316420719,1
-0.101262821750966,1
-0.101299656891635,1
-0.101354547827788,1
-0.101233268037543,1
-0.101367712674422,1
-0.1012907200682,1
-0.101275827911983,1
-0.101356914397259,1
-0.101266142481334,1
-0.101366983130088,1
-0.101316809194501,1
-0.101261757938247,1
-0.101349200866416,1
-0.101323678100233,1
-0.101347352188353,1
-0.101336852590321,1
-0.101258288619595,1
-0.101334751785597,1
-0.101362008509409,1
-0.101311141907503,1
-0.10135828796614,1
-0.101275094351458,1
-0.10131531166781,1
-0.101383087396093,1
-0.101264143605607,1
-0.101367074625977,1
-0.101299541711017,1
-0.101296696522214,1
-0.101382549711293,1
-0.101235738972683,1
-0.101361543985872,1
-0.101318132647432,1
-0.101277717286632,1
-0.101361694201084,1
-0.101284591608718,1
-0.101334338045654,1
-0.101335506305214,1
-0.101258597048339,1
-0.101334659648274,1
-0.101321544282071,1
-0.101292771899566,1
-0.101350088903069,1
-0.101255116666149,1
-0.101305135224384,1
-0.101346739012278,1
-0.10124306017769,1
-0.101364130754135,1
-0.101280554956923,1
-0.10127733852478,1
-0.101355339290606,1
-0.10124901394844,1
-0.101366185313058,1
-0.101306359242396,1
-0.101261159616206,1
-0.101349649912555,1
-0.101308184029061,1
-0.101349774894441,1
-0.101331176696939,1
-0.101253553564229,1
-0.101337678196491,1
-0.101351422925001,1
-0.101318005731863,1
-0.101349720528502,1
-0.101266931639264,1
-0.101318603772847,1
-0.101375456398092,1
-0.101274344652526,1
-0.101363920493192,1
-0.101290194596046,1
-0.101297984829042,1
-0.101381587425209,1
-0.101223929325486,1
-0.101221730535686,1
-0.101361608263317,1
-0.101310655761918,1
-0.101280498547061,1
-0.101363245292391,1
-0.101270090055358,1
-0.101338501334734,1
-0.101330192608947,1
-0.101260309785638,1
-0.10133822994087,1
-0.101310993484012,1
-0.10130247660228,1
-0.101344244997259,1
-0.101249227361396,1
-0.101309579965186,1
-0.101030490919933,1
-0.101337600439746,1
-0.101253909490392,1
-0.101359528292186,1
-0.101270022454911,1
-0.101282267208147,1
