t,thetadot
4949.97961607829,1.39999956605695
4950.18078398689,1.39999959918914
4950.38195189549,1.39999965649342
4950.58854598716,1.39999944008416
4950.79514007883,1.39999967329186
4951.0017341705,1.39999965417561
4951.20832826217,1.39999968110543
4951.41492235384,1.39999967869917
4951.62151644551,1.3999997092395
4951.82811053718,1.39999967699077
4952.0809542904,1.399999439739
4952.33379804362,1.39999995184216
4952.53496074776,1.39999944241718
4952.73612345191,1.3999996692207
4952.93728615605,1.39999964459023
4953.13844886019,1.3999997186745
4953.33961156433,1.39999951487911
4953.54077426847,1.39999963759866
4953.74193697262,1.39999963379925
4953.94695270859,1.39999943620264
4954.15196844457,1.39999964172839
4954.35698418055,1.39999963561205
4954.56199991653,1.39999964051078
4954.76701565251,1.39999964718565
4954.97203138849,1.39999965332363
4955.17704712446,1.39999965970694
4955.43026216868,1.39999943720878
4955.6834772129,1.3999999204136
4955.88814421264,1.39999943879157
4956.09281121239,1.39999972640537
4956.29747821213,1.39999969896822
4956.50214521187,1.39999974978899
4956.70681221161,1.39999954789418
4956.91147921135,1.3999996994833
4957.11614621109,1.39999966278237
4957.32337977854,1.39999943533897
4957.530613346,1.39999967306065
4957.73784691345,1.39999965446396
4957.9450804809,1.39999966149028
4958.15231404836,1.39999964100937
4958.35954761581,1.39999966021248
4958.56678118327,1.39999964004106
4958.81960097672,1.3999994380651
4959.07242077017,1.39999982273384
4959.27327992626,1.39999943839482
4959.47413908235,1.39999965243619
4959.67499823843,1.39999969132247
4959.87585739452,1.39999966143345
4960.0767165506,1.39999957796787
4960.27757570669,1.39999963145503
4960.47843486278,1.39999968032478
4960.68432494518,1.39999943972335
4960.89021502759,1.3999996882669
4961.09610511,1.39999966832126
4961.30199519241,1.39999970028974
4961.50788527481,1.39999965591256
4961.71377535722,1.39999971614431
4961.91966543963,1.39999965029867
4962.17256757145,1.39999943539745
4962.42546970328,1.39999987252092
4962.62766260353,1.39999943765174
4962.82985550379,1.39999967444019
4963.03204840404,1.39999966450604
