hi,it
-0.100322019928248,1
-0.10023967133528,1
-0.100330762955566,1
-0.100225820637634,1
-0.100326618697513,1
-0.100264163170427,1
-0.10034017556011,1
-0.100282704819209,1
-0.10031109359279,1
-0.100307372118368,1
-0.100276724336597,1
-0.100317688965124,1
-0.100260634790587,1
-0.100324127843022,1
-0.100230864401959,1
-0.100322842558331,1
-0.10022425987862,1
-0.10032040954012,1
-0.100273247276169,1
-0.100331665994173,1
-0.100289386123041,1
-0.100296791655621,1
-0.10031475648792,1
-0.100269397641438,1
-0.100318631573625,1
-0.100249211484216,1
-0.100330069565921,1
-0.100225365296669,1
-0.100321586155046,1
-0.100234632954374,1
-0.100321850726849,1
-0.100284201968886,1
-0.100327480659782,1
-0.100301533067068,1
-0.100291252824587,1
-0.100324485768636,1
-0.100267695415369,1
-0.100322160593706,1
-0.10024626111365,1
-0.100336847803431,1
-0.100227431691995,1
-0.10032172772805,1
-0.100248837635659,1
-0.100325475850175,1
-0.100292861236934,1
-0.100324288658894,1
-0.100314741514624,1
-0.100289899074418,1
-0.100332221213019,1
-0.100265187103793,1
-0.10032756089548,1
-0.100244172939367,1
-0.100339205859261,1
-0.100231437444717,1
-0.100319264704872,1
-0.100260221106801,1
-0.100326704774779,1
-0.100297391675997,1
-0.100318051843076,1
-0.10032423975212,1
-0.100287074850494,1
-0.100334932524238,1
-0.100264989861161,1
-0.100336556826748,1
-0.100244357011854,1
-0.100342556918145,1
-0.100240775526897,1
-0.100319472971375,1
-0.100269722450678,1
-0.100328597581975,1
-0.100305288259626,1
-0.100314021474302,1
-0.10033499300375,1
-0.100292345695953,1
-0.100337312305785,1
-0.1002640196685,1
-0.100350549198854,1
-0.100250562427596,1
-0.100348003282457,1
-0.100254468514138,1
-0.100329024228515,1
-0.100277733549322,1
-0.100335355697775,1
-0.100315623385523,1
-0.100315634219176,1
-0.10034188833713,1
-0.100300975732079,1
-0.100342501421139,1
-0.100266308528789,1
-0.100361593155011,1
-0.100259012887632,1
-0.100351357033434,1
-0.100264851843783,1
-0.100338702494237,1
-0.100279980271667,1
-0.100340365892711,1
-0.100324259236132,1
