xt,yt,i
-0.0998368182319994,-0.000227473444360374,1
-0.0997187456693584,-0.000300302074627824,1
-0.0996239032462083,-0.000396354831832688,1
-0.0995559653337775,-0.000509022985045987,1
-0.09950361003634,-0.000669064954402797,1
-0.0994907588843273,-0.000842093297412711,1
-0.0995192749023936,-0.000969960265562829,1
-0.0995760686909149,-0.00108088194232589,1
-0.0996572274233735,-0.00117777022621337,1
-0.0997613028984835,-0.00125835714723123,1
-0.0998834014943363,-0.0013156280443488,1
-0.100016445898022,-0.00134433537001044,1
-0.100154418778028,-0.00134192437997994,1
-0.100292291909019,-0.00130657028594418,1
-0.100420990443248,-0.00123812315829813,1
-0.100531725445672,-0.00113909750369336,1
-0.100616497315106,-0.00101422897093667,1
-0.100668698187306,-0.00086987652736199,1
-0.100683370168663,-0.000714086601199891,1
-0.100657823431022,-0.000556466209135825,1
-0.100564579405246,-0.000383543345506762,1
-0.100411971781278,-0.000251786200769995,1
-0.100267133440406,-0.000173648106551217,1
-0.100106268188952,-0.000126813627129234,1
-0.0999385424397934,-0.00012312758613138,1
-0.0997769255826063,-0.000165646868694524,1
-0.0996315613565267,-0.000249403011574813,1
-0.0995104977213432,-0.000368007964050858,1
-0.0994224408044912,-0.000514465875209414,1
-0.0993737455788292,-0.000684457767065764,1
-0.0993718543973162,-0.000862295344027882,1
-0.0994172041030113,-0.00103536169016964,1
-0.0995070559199524,-0.00119151020050852,1
-0.0996358182574785,-0.00131938670040786,1
-0.0997949723471769,-0.00140925697955404,1
-0.0999735511315647,-0.00145405662488312,1
-0.100191881453087,-0.00144891514200726,1
-0.100390001832724,-0.00138103042697722,1
-0.100528391150555,-0.00127431825109982,1
-0.100634527720754,-0.00112987874063471,1
-0.100700175502208,-0.000965954176621382,1
-0.100723606980848,-0.000796253590764885,1
-0.10070390697119,-0.000629565419005856,1
-0.100642029924096,-0.000475294408174065,1
-0.100543726712063,-0.00034336132716431,1
-0.100415135696587,-0.000240162088795876,1
-0.100267788160682,-0.000173408470918741,1
-0.100111654049184,-0.000145678529524761,1
-0.0999568256432425,-0.000157057917117339,1
-0.0998129136465916,-0.000204828740952314,1
-0.0996879274971162,-0.000284025407419505,1
-0.0995878972777918,-0.000388454259786279,1
-0.0994964521931767,-0.000549604348222842,1
-0.0994486735413177,-0.00073539165933308,1
-0.0994541107953607,-0.000879752402259942,1
-0.099493392120947,-0.0010112738818368,1
-0.0995629468691535,-0.00113129105343732,1
-0.0996614266532175,-0.00123616781642651,1
-0.0997838136379644,-0.0013175079034658,1
-0.0999225387545399,-0.00136870674135402,1
-0.10007086606145,-0.00138613950035802,1
-0.100223659859435,-0.00136722439739936,1
-0.100370225917755,-0.00131083489738387,1
-0.100500524472019,-0.00121900245823098,1
-0.100605134289373,-0.00109650205639228,1
-0.100676294121637,-0.000950175177189413,1
-0.100708246329687,-0.000788646771405353,1
-0.100697673931529,-0.000622117234887073,1
-0.100619340969151,-0.000435448977647072,1
-0.100477585737037,-0.000287215614010509,1
-0.100337761305841,-0.000194781264180526,1
-0.100179071274806,-0.000133376630196448,1
-0.100010739683994,-0.000115139077969506,1
-0.0998458709250681,-0.000143503976752099,1
-0.0996948464380791,-0.000213828261380403,1
-0.0995658549316828,-0.000319956523025897,1
-0.0994675835301119,-0.000455208854413691,1
-0.0994060119198309,-0.000615515449953509,1
-0.0993889654787433,-0.000786089587831856,1
-0.0994172111139907,-0.000954932726000356,1
-0.0994885103448613,-0.00111049130799995,1
-0.0995979679981464,-0.00124198774704985,1
-0.0997380422717282,-0.00134018321144502,1
-0.0998990400940729,-0.00139824072425516,1
-0.100099891325505,-0.00141571602675674,1
-0.100287757975636,-0.00137629638437679,1
-0.100424610155328,-0.00129490793173822,1
-0.100536164189298,-0.00117654826686284,1
-0.100614500621692,-0.00103746799069118,1
-0.100657382523235,-0.000889216302767733,1
-0.100662765544313,-0.000738713656423806,1
-0.100630127786767,-0.000593874013362361,1
-0.1005633600583,-0.000463503248036269,1
-0.100466736710566,-0.000353153130853413,1
-0.100348807535958,-0.000270790802493828,1
-0.100217173668008,-0.000219897272514168,1
-0.100079917564456,-0.000202050977384367,1
-0.0999452040328944,-0.000216535201935821,1
-0.0998203247626656,-0.000260690972210265,1
-0.0997112161968524,-0.000330703277873094,1
-0.0995964007692597,-0.000453487377500103,1
-0.0995135303789527,-0.000609786672839424,1
-0.099484074142232,-0.000739888953824203,1
-0.0994851932568086,-0.000866871412897364,1
-0.0995160119681909,-0.000992711944038889,1
-0.0995781088791198,-0.00111369365353597,1
-0.0996692915229822,-0.00122056068120293,1
-0.0997844512760753,-0.00130517490990125,1
-0.099918915856823,-0.00136171601416095,1
-0.100069271028853,-0.00138528708673724,1
-0.100225567446651,-0.00137068396732871,1
-0.10037721504669,-0.00131639292671441,1
-0.100513164157584,-0.00122409430119748,1
-0.100623180871537,-0.00109813542498723,1
-0.100698316956341,-0.000945369761258093,1
-0.100731588044696,-0.00077521743368697,1
-0.100702395028803,-0.000568755860415653,1
-0.100599913865742,-0.000385530055444623,1
-0.100482271071505,-0.000257653018105169,1
-0.100335343263204,-0.000156072447617756,1
-0.100167317682649,-9.60849117957879e-05,1
-0.099991442295159,-8.44738965648378e-05,1
-0.0998194178856293,-0.000119509411986948,1
-0.0996613424225171,-0.000197190516616456,1
-0.0995280069255763,-0.000312503613135444,1
-0.0994264978587798,-0.000462921791655205,1
-0.0993688859423466,-0.000634626960705202,1
-0.0993588495500333,-0.000815084388191216,1
-0.0993965812067003,-0.000991546016557023,1
-0.0994792622856525,-0.0011516639745646,1
-0.0996010804216835,-0.00128415870613393,1
-0.0997534462946707,-0.00137971554342343,1
-0.0999583192822276,-0.00144369981601529,1
-0.100164662602203,-0.00144641357329634,1
-0.100325911146343,-0.00139205221183908,1
-0.100467448700491,-0.00129282786909229,1
-0.100578858400397,-0.00116403808600134,1
-0.100655371794798,-0.00101712396950985,1
-0.100692547783964,-0.000859509186622108,1
-0.100687721263791,-0.000700162533099756,1
-0.100643102340399,-0.000549458116733185,1
-0.10056278097265,-0.000414961975148419,1
-0.100454033814293,-0.000306071384934603,1
-0.100324406869672,-0.000228340772718112,1
-0.100182485101374,-0.000185175973984226,1
-0.10003734018614,-0.00017732907797585,1
-0.0998975508770649,-0.000203253086607659,1
-0.0997706117386791,-0.00025974477552046,1
-0.0996319886551141,-0.000372163162797992,1
-0.0995250605563364,-0.000524824063611255,1
-0.0994769874769044,-0.000656443748308875,1
-0.0994610247201312,-0.000788660822956457,1
-0.0994768625880437,-0.000922730882008158,1
-0.0995261786375614,-0.00105416391575888,1
-0.0996067467994782,-0.0011732789946174,1
-0.0997136229034725,-0.00127170529586727,1
-0.0998423727641389,-0.00134334008536931,1
-0.0999898952116195,-0.00138326522381157,1
-0.10014659156125,-0.00138564068861582,1
-0.100302237000417,-0.00134838837740926,1
-0.100445982534164,-0.0012724120939637,1
-0.100567532882429,-0.00116121795287329,1
-0.100657690161917,-0.00102082913819056,1
-0.100709051384864,-0.0008598176981469,1
-0.100704761830244,-0.000658535876903524,1
-0.100628553777614,-0.000473468730868766,1
-0.100531459111754,-0.000338699215986799,1
-0.10040335114203,-0.000225418658331943,1
