xt,yt,i
-0.099934265595625,-0.000317135802895253,2
-0.0998218466583858,-0.000360309680208551,2
-0.099724302278396,-0.000430817100862384,2
-0.0996472200123118,-0.000526701400049338,2
-0.0995992392584319,-0.00063891469056513,2
-0.0995830463632324,-0.000758962580238103,2
-0.0995990602932734,-0.000878237938545023,2
-0.0996456814277922,-0.000988257734990499,2
-0.0997191505352589,-0.00108131430728828,2
-0.0998138779435856,-0.00115122576187632,2
-0.099940744242999,-0.00120572589543039,2
-0.100069558292421,-0.00122496631971949,2
-0.100174979472439,-0.0012016094004561,2
-0.100271036850614,-0.00114693049408733,2
-0.100350613166665,-0.00107294973739241,2
-0.1004112334905,-0.000987146605916041,2
-0.100449584032364,-0.000892430787947783,2
-0.1004626997931,-0.000793046668582568,2
-0.1004511171002,-0.000695036714856861,2
-0.100416537253283,-0.000602498714260907,2
-0.10036244443243,-0.000521993679591028,2
-0.10029235204425,-0.000457293044748737,2
-0.100210408796572,-0.000411302318806459,2
-0.100121446917919,-0.000385604318359626,2
-0.100030417976707,-0.000380457060762389,2
-0.0999419517371767,-0.000395139072089212,2
-0.0998339833267584,-0.000445271173002505,2
-0.0997366242227138,-0.000529940051308901,2
-0.0996805558437136,-0.000606845079152475,2
-0.0996431284907739,-0.000688499300570994,2
-0.0996255249709606,-0.000779576539487681,2
-0.0996318555034325,-0.000878482236415193,2
-0.0996629883394039,-0.000977483588086671,2
-0.0997173557846373,-0.00106918676457739,2
-0.0997940087968886,-0.00114767968129546,2
-0.0998924515816554,-0.00120766011801864,2
-0.100007452062312,-0.00124196515536154,2
-0.100131820219757,-0.00124599875029644,2
-0.100256791591134,-0.00121721387466737,2
-0.100372841604135,-0.00115539145305456,2
-0.100470481173708,-0.00106313702625292,2
-0.100541289141544,-0.000945946956691306,2
-0.100574138969276,-0.000787500887882014,2
-0.100545195502468,-0.00063129435244522,2
-0.100489118809413,-0.000507944544308692,2
-0.100402617151344,-0.000396152280993739,2
-0.100290442574353,-0.000311992512873269,2
-0.10016254238888,-0.000263662055672728,2
-0.100027750305734,-0.000251715925180411,2
-0.0998942819062355,-0.00027513528859432,2
-0.0997719534174985,-0.00033199343646657,2
-0.0996674952286805,-0.000420633284848967,2
-0.0995917089824938,-0.000532900762850341,2
-0.0995491738043544,-0.000660238911254149,2
-0.0995421857001637,-0.000793315926463065,2
-0.0995707276077072,-0.000922323054720605,2
-0.0996321635021875,-0.00103783251997179,2
-0.0997214548394892,-0.00113173428958115,2
-0.0998508517443611,-0.0012151483687599,2
-0.0999904926778102,-0.00125948766752508,2
-0.100109422419733,-0.0012518642668733,2
-0.100221269177454,-0.00120831442035137,2
-0.100317630902752,-0.00114100692686051,2
-0.100395054828674,-0.00105786133737078,2
-0.100449397507019,-0.000962288063866459,2
-0.100477046998852,-0.000859137698395041,2
-0.100478226353868,-0.000755036029508473,2
-0.100454891697477,-0.000654611366392686,2
-0.100410069176252,-0.000564396668327277,2
-0.100347001836959,-0.000488566860096608,2
-0.100269695319898,-0.000430447201255169,2
-0.100182826233478,-0.000391989504007555,2
-0.100091132994811,-0.000373950469210266,2
-0.0999992097400701,-0.000376305689763497,2
-0.0998836771259204,-0.000412932237413406,2
-0.0997759835337586,-0.000486696279844791,2
-0.0997105079774306,-0.000556518378721409,2
-0.0996627197016415,-0.000632792883734905,2
-0.099633912801344,-0.000720179104090155,2
-0.0996282416222871,-0.000817106028828896,2
-0.0996466126112885,-0.000916020761595582,2
-0.0996875480799299,-0.00100991101164137,2
-0.0997503622227571,-0.00109340490293535,2
-0.0998353004579884,-0.00116224364021487,2
-0.0999380940682521,-0.00120916223337601,2
-0.100052866531294,-0.00122948120463895,2
-0.100172258982131,-0.00122019595120848,2
-0.100288115452886,-0.00118009943121083,2
-0.10039192572955,-0.00111013927163657,2
-0.100475507355809,-0.00101370973128888,2
-0.100531936277609,-0.000875792536814038,2
-0.100533381002133,-0.000731435367170637,2
-0.100504147729434,-0.00060992139909705,2
-0.100444601351102,-0.000492439895994484,2
-0.100357270011771,-0.000395463696619934,2
-0.100250181752234,-0.000328205100064351,2
-0.100130641283453,-0.000292521189543309,2
-0.100005776679892,-0.000288909508677991,2
-0.0998848978045324,-0.00031718013516863,2
-0.09977454584471,-0.000376717579674356,2
-0.0996856957776233,-0.000461842797168002,2
-0.0996234749487143,-0.000565684708593257,2
-0.0995909649890517,-0.000680473991506423,2
-0.0995892796495809,-0.000797874041784431,2
-0.0996174107381474,-0.000909792159953907,2
-0.0996724843202121,-0.00100909414854255,2
-0.0997626776011921,-0.00111215177000461,2
-0.0998707224668611,-0.00118914201449354,2
-0.0999735468424164,-0.00121533984920422,2
-0.100079328087854,-0.00120937862749055,2
-0.10018058126589,-0.00118005515611957,2
-0.100273431147052,-0.0011319463115344,2
-0.100352342651248,-0.00106566886597511,2
-0.100411658973254,-0.00098383970943319,2
-0.100448922026159,-0.000891474890151903,2
-0.100463624207577,-0.000792656547631866,2
-0.100455251018052,-0.0006937665411701,2
-0.100424320713978,-0.00060015233494113,2
-0.100372666327671,-0.00051687216936204,2
-0.100303396742998,-0.000448001690642386,2
-0.100220366736249,-0.000396648965721516,2
-0.100127949842863,-0.000365172242651902,2
-0.100000336752551,-0.000362682128727372,2
-0.099869259027226,-0.000403398908792593,2
-0.099778668901101,-0.000452795157596104,2
-0.0997015159013119,-0.000515752547911516,2
-0.0996410714240417,-0.000598045317910405,2
-0.0996038302482096,-0.000698433984512102,2
-0.0995929450155207,-0.000808879934825028,2
-0.0996089135414186,-0.000921382155791028,2
-0.099652787605972,-0.00102912325243964,2
-0.0997262621276145,-0.0011269595249573,2
-0.0998258102274868,-0.00120419296760247,2
-0.0999453662549226,-0.00125374945426025,2
-0.100076903408473,-0.00127048665303208,2
-0.100211002697905,-0.00125136804548649,2
-0.100337230246361,-0.0011961498779721,2
-0.100445263393603,-0.00110790240549048,2
-0.100531493361446,-0.000971854035732571,2
-0.10056084729108,-0.000821100938772447,2
-0.100551420302982,-0.000690127961376852,2
-0.100508938984251,-0.000559314290519058,2
-0.100435166576675,-0.000445749415065679,2
-0.100337471531746,-0.000359361042005735,2
-0.100222687199946,-0.000302907115297575,2
-0.100097659635506,-0.000277942536583552,2
-0.0999716859060552,-0.000285442915631946,2
-0.0998510619714764,-0.000325634016457139,2
-0.0997478910696427,-0.00039436334659218,2
-0.0996680946382431,-0.000485524100536087,2
-0.0996156536421335,-0.000592108705203029,2
-0.0995928846311532,-0.000706295234844093,2
-0.0996000707465735,-0.000819943561954448,2
-0.0996353708818387,-0.000925451481835274,2
-0.0997041809578685,-0.0010420466478514,2
-0.0997949196808927,-0.00113743681570571,2
-0.0998877599664481,-0.00118142319574465,2
-0.0999870706462317,-0.00119477368384134,2
-0.100085765384603,-0.00118594763910564,2
-0.100180569399453,-0.00115910187414563,2
-0.100266405018211,-0.00111400273778081,2
-0.100337733383863,-0.0010520881806615,2
-0.100391947012357,-0.000977077049657823,2
-0.100428386664883,-0.000892354094342726,2
-0.100445816459572,-0.000801991545695928,2
-0.100443209662707,-0.000710146664782349,2
-0.100420359326705,-0.000621048195014233,2
-0.100377970693375,-0.000538599478522093,2
-0.100317545756201,-0.000466624507910695,2
-0.100241548226924,-0.000408940222927499,2
-0.100123625786482,-0.000369351480388386,2
-0.0999897393928281,-0.000371641898704617,2
-0.0998881722143411,-0.000392115263319409,2
-0.099793467486396,-0.0004298201034094,2
-0.0997100674476117,-0.000491553096438085,2
-0.0996454014292715,-0.000576952404364992,2
-0.099603747770576,-0.000679021799972285,2
-0.0995871693751966,-0.000790628274497763,2
-0.0995984555083863,-0.000905394132517615,2
-0.0996403462600513,-0.0010183523656104,2
-0.099712188289133,-0.00111894087069616,2
-0.0998102264007474,-0.00119935857626476,2
-0.0999287623916142,-0.00125289267193679,2
-0.100060408775955,-0.00127401325196598,2
-0.100195975025839,-0.00125916968870973,2
-0.100325094161478,-0.00120775043373997,2
-0.100450841463082,-0.00110637005171196,2
-0.100529765129271,-0.000975070584994849,2
-0.100562273385321,-0.000846379692005797,2
-0.10056026598184,-0.000706582515374851,2
-0.100522522457341,-0.000573866873327812,2
-0.100454064542987,-0.000459969595890904,2
-0.100359883348872,-0.000369882110508403,2
-0.100245596666638,-0.000307797157655111,2
-0.100120152536579,-0.000277459000195004,2
-0.0999905479205294,-0.000280564119975957,2
-0.0998694237838576,-0.000316143943311649,2
-0.0997642634693828,-0.000379996498985916,2
-0.099680837508259,-0.000466612226367454,2
-0.0996233687823498,-0.000569272581286639,2
-0.0995941887552639,-0.000680551037191057,2
-0.0995937056322568,-0.000793085686685333,2
-0.099622605026718,-0.000930788724968601,2
-0.0996822816667032,-0.00105904640606969,2
-0.0997588868071379,-0.00113570242690708,2
-0.0998513090210593,-0.00118479518169827,2
-0.0999530441181394,-0.00121203102875011,2
-0.100060651425578,-0.00121867315332722,2
-0.100167966290947,-0.00120176902911669,2
-0.1002674105647,-0.00116062491680392,2
-0.100353739023024,-0.00109769431775827,2
-0.100423941937852,-0.00101552140835499,2
-0.100473439230883,-0.00091880722401038,2
-0.100498880982566,-0.000812728192263412,2
-0.100498237420563,-0.000703300782575453,2
-0.100471219271416,-0.000596600858090368,2
-0.100419029211395,-0.000498463445111841,2
-0.100344205697278,-0.000414455506062963,2
-0.100219589629233,-0.000344967237515627,2
-0.100070809577307,-0.00032159135135296,2
-0.0999531325757275,-0.000325702540337084,2
-0.0998395651458768,-0.000351537938118526,2
-0.0997357392325262,-0.000406358739618758,2
-0.0996502942484519,-0.000490034203558774,2
-0.0995887440451067,-0.000595387281187146,2
-0.0995542630689362,-0.000714650742149273,2
-0.0995505108122057,-0.000840586365394705,2
-0.0995807248198839,-0.000967951145166984,2
