t,thetadot
4950.06779012266,1.39999957243511
4950.27169931524,1.3999995455337
4950.47560850782,1.39999951988648
4950.6795177004,1.39999950587567
4950.93320358409,1.39999944180561
4951.18688946778,1.39999952786807
4951.39245185986,1.39999944223023
4951.59801425195,1.39999964191751
4951.80357664403,1.3999997510249
4952.00913903611,1.39999973116132
4952.2147014282,1.39999961991409
4952.42026382028,1.39999973614817
4952.62582621236,1.39999982162078
4952.8332139694,1.39999943616245
4953.04060172643,1.39999983081424
4953.24798948347,1.39999980177622
4953.45537724051,1.399999825602
4953.66276499754,1.3999997334345
4953.87015275458,1.39999977023774
4954.07754051161,1.39999967386743
4954.33048152809,1.39999943697236
4954.58342254458,1.39999970257705
4954.78468228926,1.39999943932776
4954.98594203394,1.39999952950409
4955.18720177861,1.39999958410247
4955.38846152329,1.3999995331893
4955.58972126797,1.39999944966236
4955.79098101265,1.39999950975367
4955.99224075733,1.39999958916761
4956.19896481888,1.39999944122599
4956.40568888042,1.39999968356888
4956.61241294196,1.39999970887544
4956.81913700351,1.39999978028994
4957.02586106505,1.3999997629233
4957.2325851266,1.39999986383577
4957.43930918814,1.39999980562799
4957.69212718787,1.39999943569457
4957.9449451876,1.40000024517672
4958.14583716633,1.3999994410647
4958.34672914506,1.3999996861239
4958.54762112379,1.39999961455
4958.74851310252,1.39999964902809
4958.94940508125,1.39999954086509
4959.15029705998,1.39999953106806
4959.35118903871,1.399999533203
4959.55566396005,1.39999943853453
4959.76013888139,1.39999950838518
4959.96461380273,1.39999951555926
4960.16908872407,1.39999953645493
4960.37356364541,1.39999955732039
4960.57803856675,1.39999962322871
4960.78251348809,1.39999963919888
4961.03619597125,1.39999944092558
4961.2898784544,1.40000005209842
4961.49473282728,1.39999944685152
4961.69958720016,1.39999983605661
4961.90444157303,1.39999978318511
4962.10929594591,1.3999999331485
4962.31415031879,1.39999963077277
4962.51900469166,1.39999981899758
4962.72385906454,1.39999972604367
4962.93134653277,1.39999943560616
4963.13883400099,1.39999966137574
4963.34632146922,1.39999961186862
4963.55380893744,1.39999957066287
4963.76129640567,1.39999953996528
4963.9687838739,1.39999951806204
4964.17627134212,1.3999995094463
4964.42864543992,1.39999943873538
4964.68101953772,1.39999953212841
4964.88241290638,1.39999944016584
4965.08380627504,1.39999962478089
4965.28519964369,1.39999973901844
4965.48659301235,1.39999971720264
4965.68798638101,1.39999960844437
4965.88937974967,1.39999971566543
4966.09077311833,1.39999978624288
4966.29763012203,1.39999943977245
4966.50448712574,1.39999983555567
4966.71134412944,1.39999981172326
4966.91820113315,1.39999982572584
4967.12505813685,1.39999973406693
4967.33191514056,1.39999976520342
4967.53877214427,1.39999967101705
4967.79151574328,1.39999943860687
4968.04425934229,1.39999970193085
4968.2448838282,1.39999943862619
4968.44550831411,1.39999952247607
4968.64613280003,1.39999957581791
4968.84675728594,1.39999952817111
4969.04738177186,1.3999994356952
4969.24800625777,1.39999950626763
4969.44863074368,1.39999959571087
4969.65307531599,1.39999943780536
