hi,it
-0.119723262120838,1
-0.118281073915224,1
-0.11696995040761,1
-0.116027987677025,1
-0.115168299301732,1
-0.11451643025385,1
-0.113458539177239,1
-0.112249105150431,1
-0.110984678295884,1
-0.109207097639596,1
-0.107484545356418,1
-0.105981897338541,1
-0.104738692895886,1
-0.104113076715968,1
-0.103910243004484,1
-0.104243130613821,1
-0.105055427340004,1
-0.105850115007897,1
-0.106450067932883,1
-0.107180258134666,1
-0.108087677594978,1
-0.109119575925542,1
-0.110126445881912,1
-0.111197953531793,1
-0.112219617582418,1
-0.113134638717923,1
-0.114027103065133,1
-0.115098635028796,1
-0.116551795311871,1
-0.118034566176951,1
-0.119759204839371,1
-0.122082093217044,1
-0.123465914778814,1
-0.123852746270161,1
-0.123283313322063,1
-0.121706095860876,1
-0.120380275740358,1
-0.119046691261332,1
-0.118142687941786,1
-0.116788022826037,1
-0.115254648487281,1
-0.113840478736092,1
-0.112253955839714,1
-0.111109402880919,1
-0.110410086333916,1
-0.109930347183415,1
-0.110401901412668,1
-0.111265073239139,1
-0.112101196715946,1
-0.112808478429638,1
-0.11379964046605,1
-0.115550936095224,1
-0.117401571861471,1
-0.119217553260287,1
-0.120363163022965,1
-0.121541235567231,1
-0.121863642635793,1
-0.121767945910295,1
-0.121441762929517,1
-0.120878873936672,1
-0.120510155503634,1
-0.119769244263176,1
-0.118805764242504,1
-0.117636289136458,1
-0.116333699392158,1
-0.115006342807385,1
-0.113452608959886,1
-0.111950192040476,1
-0.110490690918227,1
-0.109501181369203,1
-0.108533959154825,1
-0.108008347960985,1
-0.107867180521647,1
-0.107981269547907,1
-0.108189315340046,1
-0.108521954737855,1
-0.10930874203209,1
-0.110393273086823,1
-0.111543027367657,1
-0.112515447893127,1
-0.113354415249721,1
-0.114375317818291,1
-0.115223342912449,1
-0.115407788261036,1
-0.115512231378844,1
-0.115631337695366,1
-0.115471431203943,1
-0.115345028962184,1
-0.115028079472008,1
-0.114949883498624,1
-0.115050884314453,1
-0.115027886739996,1
-0.114936197325921,1
-0.115211191621786,1
-0.115442458639989,1
-0.116014191214599,1
-0.116529701383411,1
-0.117324206148637,1
-0.118092655722163,1
-0.119124171235095,1
-0.120122651990832,1
-0.121464298094143,1
-0.122356621005936,1
-0.122582411934089,1
-0.122023255566358,1
-0.12106490024662,1
-0.119888095425638,1
-0.118854675837838,1
-0.117581255739357,1
-0.116918680171932,1
-0.116490598132094,1
-0.116173211027386,1
-0.116071542169559,1
-0.116075650727302,1
