xt,yt,i
-0.114221513080973,-0.0108334848324984,1
-0.116615994183429,-0.00581291481103934,1
-0.117293087024591,-0.000310564745368218,1
-0.115961778875536,0.00566771325577096,1
-0.112625459080244,0.0107748024840142,1
-0.108719199384882,0.0138617366326639,1
-0.104104913734273,0.0156907715930253,1
-0.0991778051043806,0.0161071251924018,1
-0.09436014062857,0.015083208787964,1
-0.0900594417677164,0.0127188404383834,1
-0.0866355610614091,0.00922561878346496,1
-0.0843735435126273,0.00490789066632053,1
-0.0834585870930532,0.000138368996867831,1
-0.0841816493923668,-0.00548919222991461,1
-0.0867427358499055,-0.0105280159293298,1
-0.0900005352026037,-0.0137924592844664,1
-0.0940236629423106,-0.0160116721021901,1
-0.0984907101255487,-0.0170251499891985,1
-0.103050799771188,-0.0167636341872762,1
-0.107346556880329,-0.0152537634392191,1
-0.111042507091959,-0.0126203074176003,1
-0.113853704777242,-0.0090765773182721,1
-0.115567107421366,-0.00490544175290675,1
-0.116014168831415,0.00026141513591775,1
-0.114789944702341,0.00527893905511911,1
-0.112035235578767,0.00962667013326854,1
-0.108047972221776,0.0128567585311641,1
-0.103252874660687,0.0146386537058803,1
-0.0981568711302337,0.0147949080032608,1
-0.0932944809807102,0.0133197502744801,1
-0.0890087833988217,0.0102136180898518,1
-0.0860113548423347,0.00586928924512998,1
-0.0846356089279128,0.000791015015133054,1
-0.0850273516768967,-0.00443766943780756,1
-0.0871305151045369,-0.00922131253398233,1
-0.0906949735622589,-0.0130191335962358,1
-0.0953057329397941,-0.0154057341011082,1
-0.10043129946463,-0.0161189355279679,1
-0.105662496914338,-0.0150198675160275,1
-0.110176302184166,-0.0121961982954183,1
-0.11288073812273,-0.00896247962397851,1
-0.11459355488218,-0.00511529141675214,1
-0.115187513948977,-0.000958547702920975,1
-0.114624388106257,0.00318765443204875,1
-0.112952666347992,0.00701012708288294,1
-0.110304401359661,0.0102207877561979,1
-0.106887065142954,0.0125780595500744,1
-0.102966203917908,0.0139069480413003,1
-0.0979439953568607,0.0140001763553252,1
-0.0931834681805766,0.0124246159301674,1
-0.089219803671517,0.00936941230720306,1
-0.0864933115097714,0.00518762758615183,1
-0.0853033895211525,0.000352897801354411,1
-0.0857769303033776,-0.00459118853836643,1
-0.0878532586056819,-0.00909049292682907,1
-0.0906111975962176,-0.0120997871558091,1
-0.0940861371882843,-0.0142305286462218,1
-0.0980086720343932,-0.01532652880669,1
-0.102078192424296,-0.0153073155934115,1
-0.105982565561963,-0.0141748910187759,1
-0.109422462002885,-0.0120173182377761,1
-0.112135875653979,-0.00900213066495524,1
-0.113917365024984,-0.00536192910962988,1
-0.114632882493423,-0.000482345196043885,1
-0.1136782291847,0.00434532897277183,1
-0.111167847213966,0.00857300661482561,1
-0.108199631368133,0.011229565950987,1
-0.104627367223058,0.0129840644368668,1
-0.100719471041893,0.0137005331149501,1
-0.0967708888865157,0.0133265003988401,1
-0.0930772586243032,0.0118951181527378,1
-0.0899140413451436,0.00951766610291401,1
-0.0875178806823185,0.00637478389250678,1
-0.0860309494317966,0.00255243603074977,1
-0.0856826713376521,-0.00152876486529518,1
-0.0864980061676542,-0.00553723794006224,1
-0.088407562480333,-0.0091484155871534,1
-0.091253726381888,-0.0120708300639952,1
-0.0948034782064399,-0.0140695764568145,1
-0.0987674006526134,-0.0149852758034363,1
-0.103625678244281,-0.0145623690665098,1
-0.108042417823461,-0.012535225528195,1
-0.110939307204364,-0.00987849652974938,1
-0.112995160449597,-0.0065285788421075,1
-0.11405413340366,-0.00275044652464481,1
-0.114040011530476,0.00116397357568409,1
-0.112956861241663,0.00491771956704632,1
-0.110889393478017,0.00822607139049978,1
-0.107998917617384,0.0108376722109551,1
-0.104464060681323,0.0125701953016517,1
-0.100594336119006,0.0132545370549308,1
-0.096692942686724,0.0128405788679105,1
-0.0930647565867942,0.0113640352082454,1
-0.0899925755697587,0.00894381545765854,1
-0.0877147595976191,0.00577228710349873,1
-0.0864067812970418,0.00209969685335593,1
-0.0862596191621825,-0.00268062420932084,1
-0.0877277587595158,-0.00722759869637812,1
-0.0899056667145484,-0.0102650284731527,1
-0.0928121125935523,-0.0126021264253068,1
-0.0962334725955812,-0.0140790103948756,1
-0.0999227941867627,-0.0145930876584009,1
-0.103612462526934,-0.0141067642572616,1
-0.107034341179235,-0.0126558414379338,1
-0.109941985736948,-0.0103475175151192,1
-0.11213893225219,-0.00732916226508103,1
-0.113445209016843,-0.00383519741648644,1
-0.113766406969432,-0.000122305881138908,1
-0.113080583210456,0.00353712058793047,1
-0.111439848538396,0.00687540403607941,1
-0.108966030421929,0.00964898910938229,1
-0.105841606058707,0.0116558718634725,1
