we1,we2,we3,we4,we5,we6,it
-0.106957093163313,-0.0130675035584096,6302.03486310121,0.000916419252078558,-0.13983862829608,1.39999920725632,1
-0.107554729742048,-0.0123576769743477,6308.31804840839,0.000914879007703005,-0.139895548119561,1.39999956084984,1
-0.10821690091604,-0.0118751980923893,6314.60123371557,0.000920679942355195,-0.13992096460118,1.39999920599217,1
-0.108787033024602,-0.0115128148924323,6320.88441902275,0.000918897462230128,-0.139969213817995,1.39999955728592,1
-0.10964140899412,-0.0115171965762829,6327.16760432992,0.000847391565578044,-0.14011499520837,1.39999947736006,1
-0.110405125353668,-0.0117660954801035,6333.45078963702,0.000904284125327726,-0.140046878024456,1.39999964727672,1
-0.111044928817553,-0.0119921735229243,6339.7339749442,0.000907355744382114,-0.140095717346093,1.39999952062246,1
-0.111730591894656,-0.012302025202426,6346.01716025138,0.000873982838931191,-0.140086347401861,1.39999956642128,1
-0.1124003280197,-0.0124655361969015,6352.30034555864,0.000924838159768875,-0.140029257342206,1.39999954940275,1
-0.112931931580158,-0.0125872462806135,6358.58353086574,0.000922463360831944,-0.140069206288881,1.3999995286735,1
-0.113688378911605,-0.0129582735994772,6364.866716173,0.00085129830721618,-0.140163307983894,1.39999951632995,1
-0.114632710715971,-0.0136356656523879,6371.1499014801,0.000855342358443131,-0.14017300413989,1.39999918516809,1
-0.115512691663314,-0.0143689297852178,6377.43308678728,0.000835348251344195,-0.140210477054148,1.39999948739127,1
-0.11630098660177,-0.0153469889802764,6383.71627209454,0.000946172921478531,-0.140251399019972,1.39999932089994,1
-0.116427328033648,-0.0162821191466167,6389.99945740164,0.0010887829000672,-0.140234302055515,1.39999932534543,1
-0.115841838638031,-0.0169745432426987,6396.2826427089,0.00118273260093165,-0.140175264346392,1.39999949607366,1
-0.114925723480775,-0.017276004620832,6402.565828016,0.00124516147263355,-0.140071690623053,1.39999956017039,1
-0.113805537497313,-0.0169437471555071,6408.84901332318,0.0012591933160689,-0.140010361042517,1.39999896191378,1
-0.112786362310556,-0.0170732596672049,6415.13219863044,0.00133216916300741,-0.140122519057297,1.39999943708762,1
-0.11111282951596,-0.0174495959735772,6421.41538393754,0.00145574008467992,-0.140060427029922,1.39999954290818,1
-0.109440860259685,-0.0176413910123592,6427.6985692448,0.00146333744544555,-0.140114218186589,1.39999951871273,1
-0.107766945067306,-0.0180684332998227,6433.98175455198,0.00142401216708192,-0.140105014496832,1.39999932078724,1
-0.106111346085326,-0.0186147724107995,6440.26493985916,0.00148779180194755,-0.140152440602454,1.39999957004682,1
-0.104378228454951,-0.019013681101505,6446.54812516634,0.00147033634259968,-0.140153807841942,1.39999958287125,1
-0.102650053834009,-0.01911374503081,6452.83131047344,0.00137628428363906,-0.14003136140908,1.39999957497254,1
-0.101503007033887,-0.0191164693069264,6459.1144957807,0.00134216264480033,-0.140087083729898,1.39999952873726,1
-0.100235396707558,-0.0195015947019338,6465.39768108788,0.00132695459516859,-0.140135893229861,1.39999948491135,1
-0.0991712401523625,-0.0200398924651538,6471.68086639505,0.00133894384545394,-0.140177714270956,1.39999978549282,1
-0.0980414230060469,-0.0202718836958852,6477.96405170224,0.00123107641727707,-0.140070780724748,1.39999956919566,1
-0.0971423978408239,-0.0203899993726533,6484.24723700933,0.00127405796595528,-0.140009588788127,1.39999967938707,1
-0.0962874418638219,-0.0199789516913631,6490.53042231651,0.00120565764863471,-0.139931919996431,1.39999925450175,1
-0.0956088193713267,-0.0197843726502707,6496.81360762377,0.00124336763428439,-0.140009420166465,1.39999941925892,1
-0.0947209271149082,-0.0199439764055708,6503.09679293095,0.00130829372318002,-0.140072793756475,1.39999955302042,1
-0.093417954855433,-0.0199187223508385,6509.37997823813,0.00134615269359462,-0.13998978514961,1.39999965369041,1
-0.0921224669888927,-0.0198924749469888,6515.66316354531,0.00133129048233511,-0.140044458286784,1.39999954770429,1
-0.0910212847867861,-0.0198826127758261,6521.94634885249,0.00124998042162753,-0.140011703772672,1.39999956993008,1
-0.0901020661743746,-0.0196423631534749,6528.22953415967,0.00127643930593279,-0.139922167412799,1.39999967877156,1
-0.0893101988110515,-0.0186959422079057,6534.51271946685,0.00118523081868753,-0.139799653248415,1.39999928422418,1
-0.0886848379809113,-0.0178113991665803,6540.79590477395,0.00121514387962197,-0.139815625117676,1.3999995024156,1
-0.0881417583701038,-0.0168550907515597,6547.07909008121,0.00121461270329242,-0.139861456857039,1.3999995787221,1
-0.087368834323368,-0.0157518151006391,6553.36227538831,0.00116336303274855,-0.139883017048362,1.39999956200741,1
-0.0865159667507614,-0.0150674255915561,6559.64546069557,0.00121102099878898,-0.139815365894817,1.39999943138029,1
