hi,it
-0.1143738809313,1
-0.114077064610292,1
-0.113818066281923,1
-0.113724092466846,1
-0.113901319852607,1
-0.114420749097505,1
-0.115154300257705,1
-0.115830427616415,1
-0.116436533354622,1
-0.116978039465034,1
-0.117430652795815,1
-0.118412846470746,1
-0.119616644215543,1
-0.120755210963637,1
-0.121987155537009,1
-0.122660202656544,1
-0.122643891492156,1
-0.1220191156071,1
-0.121068854371478,1
-0.1206806302337,1
-0.119895721373453,1
-0.119152587721659,1
-0.118779137671587,1
-0.118730708612642,1
-0.11859622547369,1
-0.118476475553968,1
-0.118489454014126,1
-0.118868355697124,1
-0.119195053956784,1
-0.119690522565904,1
-0.119829049652993,1
-0.11953367983976,1
-0.119603017922751,1
-0.120022476786415,1
-0.120281859882778,1
-0.120869288398661,1
-0.121086477806958,1
-0.121329946124976,1
-0.120750752110272,1
-0.120121019229227,1
-0.11998068701815,1
-0.119613874887116,1
-0.119425318832952,1
-0.119135899986706,1
-0.118681318253308,1
-0.118375748654258,1
-0.117697387803306,1
-0.117115847068292,1
-0.117083332404425,1
-0.117022936391473,1
-0.117408845412461,1
-0.117855282567107,1
-0.11848013669077,1
-0.119416501761833,1
-0.120442455936777,1
-0.121635171230736,1
-0.1227229761249,1
-0.123082275278377,1
-0.122676548844051,1
-0.121402718991462,1
-0.120244922222635,1
-0.119406825515911,1
-0.118602358689085,1
-0.117945045665585,1
-0.116666010542636,1
-0.11559451344211,1
-0.114518936393796,1
-0.113701326643585,1
-0.112955582642336,1
-0.11233269398615,1
-0.111264725379386,1
-0.110319223786961,1
-0.109200395631123,1
-0.108073727099159,1
-0.106991575148568,1
-0.105905520022121,1
-0.105086799159479,1
-0.104292838465751,1
-0.103316819008886,1
-0.102370378593043,1
-0.102509521379808,1
-0.103729627309761,1
-0.105384279138944,1
-0.106910033595203,1
-0.108376845736072,1
-0.109792634636388,1
-0.111060461983694,1
-0.112252987313772,1
-0.113426328755585,1
-0.114645787663538,1
-0.116038575799826,1
-0.117163022934146,1
-0.118501270728017,1
-0.120151996552227,1
-0.122050530546096,1
-0.123142206737833,1
-0.123053642984224,1
-0.122470236939205,1
-0.121001231821881,1
-0.119776331902759,1
-0.118338887681509,1
-0.117293087024591,1
-0.116014168831415,1
-0.115187513948977,1
-0.114632882493423,1
-0.11405413340366,1
-0.113766406969432,1
-0.113918901522601,1
-0.11421054027342,1
-0.114870913245725,1
-0.115723751799994,1
-0.116512110010565,1
