hi,it
-0.494483214505209,1
-0.141834281535275,1
-0.783105352059253,1
-0.49060037564583,1
-0.142387817540731,1
-0.782429798776113,1
-0.492397278276117,1
-0.143996388385571,1
-0.779909477501693,1
-0.491437238595765,1
-0.143525195059661,1
-0.781870849198218,1
-0.492301842877826,1
-0.142366384402592,1
-0.778672844933849,1
-0.49130370550082,1
-0.144027319722572,1
-0.777074730323439,1
-0.490708749878131,1
-0.14341587475566,1
-0.78236875063756,1
-0.48987108003992,1
-0.144062117947224,1
-0.776960590983317,1
-0.487776634132662,1
-0.144837706918045,1
-0.780148953795051,1
-0.48728444966871,1
-0.144585961846971,1
-0.777156563146397,1
-0.484247034549736,1
-0.144895398187296,1
-0.779007811435742,1
-0.488329154942969,1
-0.144022191220384,1
-0.781109099439114,1
-0.486436089076726,1
-0.144749351120615,1
-0.769939000426157,1
-0.487363731340236,1
-0.145260967843877,1
-0.776789245494533,1
-0.485934593965713,1
-0.144710321924447,1
-0.775917514021581,1
-0.488275831297803,1
-0.145112496819918,1
-0.779054963942726,1
-0.486877216311813,1
-0.144342261896782,1
-0.7790564017243,1
-0.488100657294659,1
-0.14395328751087,1
-0.771413837215216,1
-0.487491138964038,1
-0.141649361708339,1
-0.772710659053287,1
-0.489919666456373,1
-0.141647891390067,1
-0.770290473495644,1
-0.489812395292312,1
-0.14028534303672,1
-0.776195052430432,1
-0.491802531045628,1
-0.1375089231047,1
-0.775983803188693,1
-0.493869860162847,1
-0.137321523067255,1
-0.77642365978227,1
-0.495992734992508,1
-0.135214808166956,1
-0.772235201455642,1
-0.496625654413358,1
-0.133839864398467,1
-0.776862683980231,1
-0.495654928182546,1
-0.135236191296166,1
-0.777970162416016,1
-0.499435981712744,1
-0.135549297866702,1
-0.772982891277552,1
-0.498546995251347,1
-0.136454600773325,1
-0.780626201224386,1
-0.496554523249141,1
-0.137191666031089,1
-0.782495937277437,1
-0.498461092604943,1
-0.13747814883407,1
-0.783017341354932,1
-0.498155627458133,1
-0.140478010025303,1
-0.773796256582072,1
-0.494425903039932,1
-0.141597627834043,1
-0.782871067869784,1
-0.493420981806691,1
-0.142992909373194,1
-0.785246702804042,1
-0.493664898475198,1
-0.143530992638881,1
-0.783317739881962,1
-0.491787686882269,1
-0.144417359484728,1
-0.784223118041129,1
-0.490712032971365,1
-0.145365435452905,1
-0.783320432026625,1
-0.489504918548474,1
-0.147074802903524,1
-0.779860044798083,1
-0.489022491601613,1
-0.147398314805453,1
-0.775058772390665,1
-0.488957828752795,1
-0.146676588749833,1
-0.775688495619765,1
-0.489064801684845,1
-0.145637679972464,1
-0.777965733304511,1
-0.488917272470207,1
-0.144807991819296,1
-0.77950783366123,1
-0.488992394199567,1
-0.145442367785289,1
-0.779662914287128,1
-0.488383702850899,1
-0.144593655605631,1
-0.779943750609404,1
-0.483875604534146,1
-0.143940891273892,1
-0.776046642891969,1
-0.487656541726414,1
-0.143847303682637,1
