hi,it
-0.166885946564249,1
-0.166439046987214,1
-0.163582390522575,1
-0.160359105126077,1
-0.157426028032758,1
-0.15505826230922,1
-0.153049913657679,1
-0.150723122248416,1
-0.149478525027636,1
-0.14785916235497,1
-0.146656894890725,1
-0.14515768293043,1
-0.144768002774444,1
-0.143840955134672,1
-0.143684123169417,1
-0.14298406345879,1
-0.142785329868306,1
-0.142797676004795,1
-0.143037723663197,1
-0.143309355156279,1
-0.143160714714338,1
-0.143461217503907,1
-0.144135648870092,1
-0.143919687120415,1
-0.144350034016264,1
-0.144651740295712,1
-0.144682136041407,1
-0.145635449697562,1
-0.145842723995721,1
-0.146402917280541,1
-0.146416400105576,1
-0.146730924384192,1
-0.146944103625718,1
-0.148212426972933,1
-0.148990029787795,1
-0.15006575838105,1
-0.151161779205294,1
-0.152198466956077,1
-0.153129765402162,1
-0.154127262072376,1
-0.155447239170445,1
-0.156433047505106,1
-0.157592134032661,1
-0.158650276433351,1
-0.159636393111765,1
-0.160852704914872,1
-0.162121052476359,1
-0.162133810343001,1
-0.162477693964847,1
-0.163255166668919,1
-0.162434966784611,1
-0.161711138820334,1
-0.160741837998315,1
-0.159606588941819,1
-0.158128757335514,1
-0.157445840350841,1
-0.156880326237952,1
-0.156364001431528,1
-0.155735792964539,1
-0.155599145779063,1
-0.156237172448962,1
-0.156577506360544,1
-0.157258611503845,1
-0.158268776462595,1
-0.15934180382446,1
-0.160485934879733,1
-0.161618754462769,1
-0.162465768170522,1
-0.162835400976585,1
-0.163520664332829,1
-0.162624001398251,1
-0.161454351912626,1
-0.160374377424665,1
-0.159226892542823,1
-0.158243254627387,1
-0.157767069324083,1
-0.156571981830947,1
-0.155288036987839,1
-0.155030808004414,1
-0.153631233528769,1
-0.153090203259377,1
-0.152279682026913,1
-0.152394669669424,1
-0.153215118169835,1
-0.154201736895154,1
-0.155581475375322,1
-0.157432650716765,1
-0.159825311356301,1
-0.162055598463507,1
-0.163743262924968,1
-0.165200233010208,1
-0.165633799764601,1
-0.164239588056343,1
-0.163285034016449,1
-0.161252671985943,1
-0.159327452125656,1
-0.157468577812427,1
-0.156036909426631,1
-0.15542484193976,1
-0.154275422214235,1
-0.153256879833966,1
-0.152214102883525,1
-0.150867044260101,1
-0.149906292643031,1
-0.149199171018161,1
-0.148680277818511,1
-0.148251929677708,1
-0.147419280390079,1
-0.147431054954452,1
-0.14780738052518,1
-0.147564223142729,1
-0.147923734218442,1
