xt,yt,i
-0.151413622832341,-0.0150630492788367,5
-0.153256879833966,0.00142770354964335,5
-0.149940848935055,0.017668361260079,5
-0.141797874945246,0.0320859695928207,5
-0.129627228101371,0.0432873882986787,5
-0.114616715648681,0.0501939904281806,5
-0.0982268023452962,0.0521455822234067,5
-0.0813837647114379,0.0487144747216721,5
-0.0665424052846721,0.0400767204335509,5
-0.0552612790865468,0.0271538030775259,5
-0.0487201793300629,0.011315557733733,5
-0.0475976635891771,-0.00576515612750619,5
-0.0520007541008174,-0.0222881960294371,5
-0.0614544373077885,-0.0365156111662459,5
-0.0749529561721766,-0.0469546932878765,5
-0.0910670479652836,-0.0525146021177428,5
-0.108095248685688,-0.0526202533057139,5
-0.125069314177073,-0.0468305112688653,5
-0.139078692562989,-0.0356701008671428,5
-0.148490851989631,-0.0204560755060065,5
-0.152214102883525,-0.00297829936284928,5
-0.14982576539114,0.014710965133354,5
-0.141620055718243,0.0305395628738607,5
-0.128571162901546,0.0426583555045073,5
-0.112217860076368,0.0496567829894721,5
-0.0944825185125646,0.0507270537280459,5
-0.0774450890545972,0.0457574859729196,5
-0.0630990153550524,0.0353438516903765,5
-0.0531180443451208,0.0207178990571213,5
-0.0490468515773858,0.00689434123104918,5
-0.0489601295675192,-0.00749850504658022,5
-0.0528557973670167,-0.0213429070985626,5
-0.0604239303545502,-0.033561685192998,5
-0.071067929970749,-0.0432028427691266,5
-0.0839518520165266,-0.0495178230398947,5
-0.098067692179116,-0.052020035686663,5
-0.113456815064811,-0.0502218722479772,5
-0.127592340033677,-0.0439150449733577,5
-0.139186724757982,-0.0336824342328484,5
-0.147186117843367,-0.0204648433225043,5
-0.150867044260101,-0.00547456323765826,5
-0.149901735801265,0.00991661587909646,5
-0.144386848955084,0.0243030099080932,5
-0.132891691623071,0.0380790397002118,5
-0.117341717693897,0.0469965112589485,5
-0.102723198194431,0.0499131440986237,5
-0.0879009800996709,0.048469368773541,5
-0.074149083346628,0.0427897892521523,5
-0.0626506072744893,0.033368119625184,5
-0.0543906070770398,0.021023922267189,5
-0.0500725492819901,0.00682584411311505,5
-0.0500613264182163,-0.0080014118462932,5
-0.05492188909538,-0.0233571632755334,5
-0.0643612896385799,-0.0363893765552823,5
-0.0774110853469499,-0.0457760429269074,5
-0.092736724422088,-0.0505697119198672,5
-0.108775498586364,-0.0502929283752039,5
-0.123895687487163,-0.0449844356772565,5
-0.136561842536642,-0.0351941294718771,5
-0.145757185998385,-0.0213372100897546,5
-0.149906292643031,-0.00525289783543362,5
-0.148563998826012,0.011285871491692,5
-0.141889436963482,0.0264591738548505,5
-0.130628176386758,0.038600108577099,5
-0.116029052373608,0.0463788580310362,5
-0.099705280863606,0.0489485638105421,5
-0.0834562889883634,0.0460372794376,5
-0.0690696367837248,0.0379766169257083,5
-0.0576829617787194,0.0249480313995789,5
-0.0514630709693017,0.00881783532842765,5
-0.0511541908929932,-0.00844942564680908,5
-0.0567810480709683,-0.0247568979473604,5
-0.0654086780673581,-0.0360517079640063,5
-0.0768880266784832,-0.0444149275237574,5
-0.0902655886077648,-0.0491653123413483,5
-0.104434924977443,-0.0499163821731876,5
-0.11822468480685,-0.0466087356187944,5
-0.130495817283143,-0.0395189877085468,5
-0.140237275999711,-0.0292370784849524,5
-0.147181433468646,-0.0149303505958368,5
-0.149199171018161,0.000831197910421737,5
-0.146086902577748,0.0164035628994801,5
-0.138175054669084,0.0301632204048308,5
-0.126294843100184,0.0406759503062233,5
-0.111691047390902,0.0468479987393801,5
-0.0958907315755043,0.0480402149211874,5
-0.080543719669532,0.0441337650806708,5
-0.0670934275792436,0.035398671662563,5
-0.0571901365274871,0.0227940189753458,5
-0.0518909764456725,0.00767466682141836,5
-0.0517585845523797,-0.0083370589160327,5
-0.0568016695806622,-0.0235253179883891,5
-0.066474595177493,-0.0362642684367379,5
-0.0797363294468062,-0.0451920747716329,5
-0.0951625910025893,-0.0493565251975491,5
-0.111098845212525,-0.0483165459241239,5
-0.126161209224028,-0.0419854290361559,5
-0.138278701083866,-0.0310401710759352,5
-0.146094572531088,-0.0167137953770423,5
-0.148680277818511,-0.00335961892459841,5
-0.147476237632112,0.0101860474895096,5
-0.142578726409746,0.0228635198615207,5
-0.134373611812893,0.0336855031571098,5
-0.12350299384584,0.0418131446111101,5
-0.110815386186682,0.0466174147269639,5
-0.0973010214550815,0.0477274945351022,5
-0.0827127069190957,0.0445814193194485,5
-0.0697747258330971,0.0371568752298253,5
-0.0597065409217076,0.0261605216576369,5
-0.0534546350220419,0.0126343326988014,5
-0.0516047507079879,-0.00214331654702965,5
-0.0543270382854169,-0.0167773429676696,5
-0.0613598507460618,-0.0298874163317071,5
-0.0720505005074,-0.0402495047038662,5
-0.0853777577880552,-0.0468686731549926,5
-0.100078593443366,-0.0491228256635986,5
-0.114761372217123,-0.046803295258327,5
-0.128037608709135,-0.0401342403421838,5
-0.138653308229117,-0.0297509072945273,5
-0.145607360767438,-0.0166390562306614,5
-0.148251929677708,-0.00172207195375435,5
-0.146138420089429,0.0132709543525469,5
-0.139480435553215,0.0268612860551857,5
-0.128939448015262,0.0377098137778855,5
-0.115559314495042,0.0447489451691076,5
-0.10066294159787,0.0472879245430373,5
-0.0857214402163274,0.0450806981627293,5
-0.0712375611503556,0.0376372711522823,5
-0.0600733425464702,0.0257879012787598,5
-0.0535070162882793,0.0108979301907765,5
-0.0521091194156486,-0.00252059760841637,5
-0.0545039040242318,-0.0157889746196007,5
-0.0604984304090504,-0.0278632978413792,5
-0.0696172299947573,-0.0377905483302947,5
-0.0811369929173719,-0.044784878598371,5
-0.094144589065259,-0.0482936168354169,5
-0.107610960650243,-0.0480412158443414,5
-0.122077750681118,-0.0432531794201429,5
-0.13430050482681,-0.0341654565490975,5
-0.1430424888177,-0.0217001943451286,5
-0.147419280390079,-0.00712253618801471,5
-0.146990033440999,0.00808730929898003,5
-0.141802006458604,0.0223860660606657,5
-0.132384482585665,0.0343243530028048,5
-0.118443110593503,0.0432296768390044,5
-0.102300930791741,0.0468358136573071,5
-0.0858991338799989,0.0447147777695958,5
-0.0712073575722418,0.0371248844286855,5
-0.0599896080805229,0.0249785476485366,5
-0.0535927989967398,0.0097350187596546,5
-0.052504103160033,-0.00367093469986876,5
-0.0552090975230668,-0.0168415292249879,5
-0.0614899576585701,-0.02873197631313,5
-0.0708465892480817,-0.038395075055147,5
-0.0825325491012711,-0.0450576699345344,5
-0.0956149640124975,-0.048186913878415,5
-0.109050803585293,-0.04753321023525,5
-0.123332967546466,-0.0423105191783834,5
-0.135238846887664,-0.0328535504636176,5
-0.143554532151796,-0.0201250319129628,5
-0.147431054954452,-0.0054227187906726,5
-0.146472838942487,0.00975251174380599,5
-0.140778109908784,0.0238515686462501,5
-0.130927908168477,0.0354356121630398,5
-0.116689768964802,0.0437981829471525,5
-0.100447101738979,0.0467900334947745,5
-0.0841551086267144,0.044052268118292,5
-0.0697736680383627,0.0359135547819225,5
-0.0590339772496572,0.0233499353332713,5
-0.0532304875007291,0.00787013738221893,5
-0.052689794162129,-0.00583648020484747,5
-0.0560820299939218,-0.019127662098145,5
