we1,we2,we3,we4,we5,we6,it
-2.19096059098731,-0.0034267840251484,6302.03486310121,0.00488143755347875,-0.289146473926596,1.39997155762247,3
-2.19113124895001,-0.00328795684169687,6308.31804840831,0.00474109158371913,-0.289325627775953,1.39997240915802,3
-2.19110954621991,-0.003432320205802,6314.60123371557,0.00487576622146686,-0.289270344088201,1.39997247877773,3
-2.19096059122197,-0.00342678404317617,6320.88441902274,0.0048814377048616,-0.28914647393245,1.39997155762239,3
-2.19113124905661,-0.00328795683230275,6327.16760432984,0.00474109132998984,-0.289325627792183,1.39997240915806,3
-2.19110954596392,-0.00343232017563168,6333.45078963702,0.00487576613038201,-0.289270344077007,1.39997247877785,3
-2.19096059119856,-0.00342678405733607,6339.73397494428,0.00488143796752823,-0.289146473921368,1.39997155762233,3
-2.19113124930819,-0.0032879568571277,6346.01716025146,0.00474109133863156,-0.289325627807071,1.39997240915795,3
-2.19110954590995,-0.00343232015955915,6352.30034555856,0.0048757658846849,-0.289270344082149,1.39997247877792,3
-2.19096059097531,-0.00342678403901159,6358.58353086574,0.00488143803324038,-0.289146473905762,1.39997155762241,3
-2.19113124942785,-0.00328795685587464,6364.86671617292,0.0047410915214649,-0.289325627808266,1.39997240915796,3
-2.19110954608629,-0.00343232017264763,6371.14990148018,0.00487576576085495,-0.28927034409634,1.39997247877787,3
-2.19096059080811,-0.00342678402568748,6377.43308678728,0.00488143788103922,-0.289146473899965,1.39997155762246,3
-2.19113124931074,-0.00328795686428035,6383.71627209446,0.00474109170875868,-0.289325627797265,1.39997240915792,3
-2.19110954628151,-0.00343232018117519,6389.99945740172,0.00487576584802367,-0.289270344105923,1.39997247877783,3
-2.19096059085983,-0.00342678401469451,6396.28264270882,0.00488143767575053,-0.289146473906361,1.39997155762251,3
-2.19113124910814,-0.00328795686014434,6402.565828016,0.00474109168796669,-0.289325627785423,1.39997240915794,3
-2.19110954629394,-0.00343232019302702,6408.84901332326,0.0048757660502214,-0.289270344104308,1.39997247877778,3
-2.19096059104815,-0.00342678403007107,6415.13219863044,0.00488143765700431,-0.289146473916857,1.39997155762245,3
-2.19113124903836,-0.00328795684981617,6421.41538393754,0.00474109150829422,-0.289325627782238,1.39997240915798,3
-2.19110954613484,-0.00343232019822666,6427.6985692448,0.00487576614577384,-0.289270344094961,1.39997247877776,3
-2.19096059116368,-0.00342678403832383,6433.98175455198,0.00488143779977669,-0.289146473923708,1.39997155762241,3
-2.19113124915489,-0.00328795685829718,6440.26493985916,0.00474109139722222,-0.28932562778845,1.39997240915795,3
-2.1911095459893,-0.00343232017650476,6446.54812516626,0.00487576602629126,-0.289270344086347,1.39997247877785,3
-2.19096059109653,-0.00342678403119378,6452.83131047344,0.00488143793359018,-0.289146473920955,1.39997155762244,3
-2.19113124931426,-0.00328795685942303,6459.1144957807,0.0047410914404593,-0.289325627797584,1.39997240915795,3
-2.19110954600537,-0.00343232016816019,6465.39768108779,0.00487576586374598,-0.28927034408621,1.39997247877788,3
-2.1909605909407,-0.00342678403333598,6471.68086639497,0.00488143794241112,-0.289146473913509,1.39997155762243,3
-2.19113124934732,-0.00328795686632592,6477.96405170224,0.00474109159276395,-0.289325627801372,1.39997240915792,3
-2.19110954614399,-0.00343232016292993,6484.24723700933,0.00487576580830988,-0.289270344091705,1.3999724787779,3
-2.19096059086636,-0.00342678402896402,6490.53042231651,0.00488143781376087,-0.289146473907502,1.39997155762245,3
-2.19113124923787,-0.00328795687319501,6496.81360762377,0.00474109168535392,-0.289325627798839,1.39997240915789,3
-2.19110954624835,-0.00343232016432815,6503.09679293087,0.00487576590270981,-0.28927034409849,1.3999724787779,3
-2.19096059093917,-0.00342678402230601,6509.37997823805,0.00488143769724626,-0.289146473907519,1.39997155762248,3
-2.19113124911603,-0.0032879568574233,6515.66316354523,0.00474109160658033,-0.289325627792508,1.39997240915795,3
-2.19110954621584,-0.00343232018719659,6521.94634885249,0.00487576605507486,-0.289270344100638,1.39997247877781,3
-2.1909605910653,-0.00342678401824077,6528.22953415959,0.00488143770945754,-0.289146473912402,1.39997155762249,3
-2.19113124910783,-0.00328795685340305,6534.51271946677,0.00474109148028716,-0.289325627787775,1.39997240915797,3
-2.1911095460978,-0.00343232017517443,6540.79590477395,0.00487576605722791,-0.289270344097813,1.39997247877785,3
-2.1909605911087,-0.00342678403711805,6547.07909008121,0.00488143784605642,-0.289146473917494,1.39997155762242,3
-2.19113124920754,-0.00328795686468747,6553.36227538839,0.00474109144477773,-0.289325627788521,1.39997240915792,3
-2.19110954602571,-0.00343232019233417,6559.64546069557,0.00487576599193809,-0.289270344092361,1.39997247877779,3
-2.19096059103543,-0.0034267840422042,6565.92864600275,0.0048814379302603,-0.289146473918677,1.3999715576224,3
-2.19113124929836,-0.0032879568459404,6572.21183130985,0.00474109148073894,-0.289325627793116,1.399972409158,3
-2.19110954606873,-0.00343232017212666,6578.49501661703,0.00487576587011716,-0.289270344090212,1.39997247877787,3
-2.19096059093685,-0.00342678402897767,6584.77820192421,0.00488143787922347,-0.289146473916695,1.39997155762245,3
-2.19113124928852,-0.00328795684740896,6591.06138723139,0.0047410915818973,-0.289325627796988,1.39997240915799,3
-2.19110954616508,-0.00343232018433141,6597.34457253865,0.00487576588812903,-0.28927034408974,1.39997247877782,3
-2.1909605909158,-0.00342678402949359,6603.62775784575,0.00488143778442211,-0.289146473912287,1.39997155762245,3
-2.1911312492021,-0.00328795685135385,6609.91094315293,0.00474109161652782,-0.289325627798428,1.39997240915798,3
-2.19110954621188,-0.00343232016555429,6616.19412846011,0.00487576594432819,-0.289270344093776,1.39997247877789,3
-2.19096059098377,-0.00342678404303567,6622.47731376736,0.00488143775065143,-0.289146473908878,1.39997155762239,3
-2.19113124913693,-0.00328795687147829,6628.76049907454,0.0047410915817247,-0.289325627795786,1.3999724091579,3
-2.19110954616602,-0.00343232018394752,6635.04368438173,0.00487576604107678,-0.289270344096899,1.39997247877782,3
-2.19096059106011,-0.00342678402260973,6641.32686968882,0.00488143776068962,-0.289146473910247,1.39997155762247,3
-2.19113124915714,-0.00328795685465526,6647.610054996,0.0047410914780138,-0.289325627792267,1.39997240915796,3
-2.19110954608797,-0.00343232017140575,6653.89324030318,0.00487576600989863,-0.289270344098398,1.39997247877787,3
-2.19096059106532,-0.00342678403740417,6660.17642561044,0.00488143786287673,-0.289146473913637,1.39997155762242,3
-2.19113124923018,-0.00328795685144528,6666.45961091754,0.00474109146095086,-0.289325627789672,1.39997240915798,3
-2.19110954606066,-0.00343232017391266,6672.74279622472,0.00487576593971896,-0.289270344096027,1.39997247877786,3
-2.1909605910038,-0.00342678402267448,6679.0259815319,0.00488143787628628,-0.289146473916962,1.39997155762247,3
-2.19113124927537,-0.00328795684863535,6685.30916683908,0.00474109151682685,-0.289325627790986,1.39997240915799,3
-2.19110954610575,-0.00343232017325833,6691.59235214626,0.00487576588704043,-0.289270344092597,1.39997247877786,3
-2.1909605909467,-0.00342678402600691,6697.87553745344,0.00488143783982238,-0.289146473916982,1.39997155762246,3
-2.19113124924959,-0.00328795686430784,6704.1587227607,0.0047410916018035,-0.289325627793762,1.39997240915793,3
-2.19110954616783,-0.00343232017082331,6710.4419080678,0.00487576590350838,-0.289270344091161,1.39997247877787,3
-2.19096059095253,-0.0034267840281131,6716.72509337498,0.004881437776523,-0.289146473914946,1.39997155762245,3
-2.19113124918892,-0.00328795684918105,6723.00827868216,0.00474109158167549,-0.289325627796582,1.39997240915799,3
-2.1911095461802,-0.00343232018424384,6729.29146398942,0.00487576598603368,-0.289270344091215,1.39997247877782,3
-2.19096059100607,-0.00342678404485901,6735.5746492966,0.00488143777905867,-0.28914647391168,1.39997155762238,3
-2.19113124915968,-0.00328795686834922,6741.85783460378,0.00474109155549243,-0.289325627796613,1.39997240915791,3
-2.1911095461381,-0.00343232016670746,6748.14101991088,0.00487576599806433,-0.289270344094309,1.39997247877789,3
-2.19096059104618,-0.00342678404216437,6754.42420521814,0.00488143781506523,-0.289146473909748,1.3999715576224,3
-2.19113124918828,-0.00328795685435408,6760.70739052524,0.00474109148707033,-0.289325627795376,1.39997240915796,3
-2.19110954609174,-0.00343232016800232,6766.99057583241,0.00487576597729257,-0.2892703440976,1.39997247877788,3
-2.19096059103411,-0.00342678402194439,6773.2737611396,0.00488143784002276,-0.289146473910711,1.39997155762248,3
-2.19113124923588,-0.00328795685436764,6779.55694644677,0.00474109149195419,-0.289325627791229,1.39997240915796,3
-2.19110954608866,-0.00343232017236508,6785.84013175395,0.00487576593018968,-0.289270344098258,1.39997247877786,3
-2.19096059099017,-0.00342678402094081,6792.12331706113,0.00488143785035118,-0.28914647391505,1.39997155762248,3
-2.19113124925248,-0.0032879568673996,6798.40650236839,0.00474109155771163,-0.289325627789225,1.39997240915791,3
-2.19110954612522,-0.00343232019107705,6804.68968767557,0.00487576593088032,-0.289270344094466,1.39997247877779,3
-2.19096059096231,-0.00342678402359056,6810.97287298267,0.00488143781738391,-0.289146473917595,1.39997155762247,3
-2.19113124922616,-0.00328795684788227,6817.25605828985,0.00474109156634353,-0.289325627791785,1.39997240915799,3
-2.19110954616021,-0.00343232018975812,6823.53924359711,0.00487576595255147,-0.289270344091399,1.3999724787778,3
-2.19096059097759,-0.0034267840436628,6829.82242890429,0.00488143780375411,-0.289146473917043,1.39997155762239,3
-2.19113124918831,-0.00328795684697519,6836.10561421139,0.00474109155608232,-0.289325627795063,1.399972409158,3
-2.19110954615633,-0.00343232018600774,6842.38879951865,0.004875765990294,-0.289270344089591,1.39997247877781,3
-2.19096059101326,-0.00342678404550528,6848.67198482583,0.00488143780129419,-0.289146473913027,1.39997155762238,3
-2.19113124918008,-0.00328795686733042,6854.95517013301,0.00474109154561546,-0.289325627797302,1.39997240915791,3
-2.19110954612514,-0.00343232016631285,6861.23835544011,0.00487576597962538,-0.289270344092714,1.39997247877789,3
-2.19096059103107,-0.00342678402713703,6867.52154074729,0.00488143780678081,-0.289146473910224,1.39997155762246,3
-2.19113124920497,-0.00328795687061337,6873.80472605455,0.00474109152384175,-0.289325627796292,1.3999724091579,3
-2.19110954610107,-0.00343232016692592,6880.08791136165,0.00487576595861676,-0.28927034409677,1.39997247877789,3
-2.19096059101502,-0.00342678402329984,6886.37109666883,0.00488143783371209,-0.289146473909957,1.39997155762247,3
-2.19113124923278,-0.00328795685500209,6892.65428197601,0.00474109151195279,-0.289325627792568,1.39997240915796,3
-2.19110954610755,-0.0034323201702334,6898.93746728319,0.00487576592941434,-0.289270344098034,1.39997247877787,3
-2.19096059098665,-0.00342678402186825,6905.22065259037,0.00488143783216789,-0.289146473913122,1.39997155762248,3
-2.19113124923552,-0.00328795686907747,6911.50383789763,0.00474109156398829,-0.28932562779021,1.39997240915791,3
-2.1911095461341,-0.00343232017320786,6917.78702320473,0.00487576592305926,-0.289270344096304,1.39997247877786,3
-2.19096059097617,-0.00342678402255742,6924.0702085119,0.00488143780663447,-0.289146473916232,1.39997155762247,3
-2.19113124921362,-0.003287956849331,6930.35339381908,0.00474109155440354,-0.289325627790871,1.39997240915799,3
-2.19110954615049,-0.00343232018990659,6936.63657912634,0.0048757659661649,-0.289270344092515,1.39997247877779,3
-2.19096059099158,-0.00342678404226422,6942.91976443352,0.00488143781093413,-0.289146473916639,1.3999715576224,3
-2.19113124919274,-0.00328795684782478,6949.20294974062,0.00474109154148429,-0.289325627793957,1.39997240915799,3
-2.19110954614211,-0.00343232018751053,6955.48613504788,0.00487576598881644,-0.289270344091035,1.39997247877781,3
-2.19096059101439,-0.0034267840440765,6961.76932035506,0.00488143781576356,-0.289146473914621,1.39997155762239,3
-2.19113124919374,-0.0032879568491794,6968.05250566216,0.0047410915180922,-0.289325627795865,1.39997240915799,3
