xt,yt,i
-0.204341620076826,-0.00324260646874146,1
-0.204345825216282,-0.00323610781913837,1
-0.204348279157009,-0.00322874173785949,1
-0.204348408113871,-0.0032219030529476,1
-0.204346787373736,-0.00321649478921421,1
-0.204344283286207,-0.0032126539687511,1
-0.204341668868292,-0.00321035081310078,1
-0.20432327719097,-0.00322291043497978,1
-0.204296535515777,-0.00325601046047279,1
-0.204293273031795,-0.0032667040973628,1
-0.204296191114825,-0.0032620957153956,1
-0.204301037611224,-0.00325795814334043,1
-0.204310615510271,-0.00325952700649371,1
-0.204323110987685,-0.00326112574233592,1
-0.204333725318757,-0.00325892717358482,1
-0.204341536065363,-0.00325356856093338,1
-0.204347533503172,-0.00324652212278959,1
-0.204352458530135,-0.00323825205026519,1
-0.204355475190901,-0.00322923731339234,1
-0.204355736431352,-0.00322072790124251,1
-0.204353540448214,-0.00321386179860969,1
-0.204349979166193,-0.00320911697879724,1
-0.204346328720671,-0.0032064810113505,1
-0.204327075129768,-0.00321907398362639,1
-0.204299995697854,-0.00325249551859673,1
-0.204296508776929,-0.00326408568887045,1
-0.20429963157397,-0.00326061248058228,1
-0.204305292117385,-0.00325725656990274,1
-0.204315941594533,-0.00325870955046184,1
-0.204329149304413,-0.0032592817817398,1
-0.204339806257017,-0.00325561596897811,1
-0.204346924913324,-0.00324873926955555,1
-0.204351452217256,-0.00324034058761428,1
-0.20435407295251,-0.00323135954407926,1
-0.20435441533347,-0.00322294927865331,1
-0.204352609314208,-0.00321629226669304,1
-0.204349506766236,-0.0032117809387834,1
-0.204346154262415,-0.00320927059298659,1
-0.204343668921277,-0.00320843697577042,1
-0.204326840017496,-0.00322213683693297,1
-0.204302396926103,-0.00325492152264163,1
-0.20430049925666,-0.00326462307144362,1
-0.204304153059788,-0.00325889279505016,1
-0.204309327936427,-0.00325352003651969,1
-0.204318698502092,-0.003253493667461,1
-0.204330145717655,-0.00325331652316792,1
-0.20433897710182,-0.00324979028566186,1
-0.204344675452123,-0.00324384115514106,1
-0.20434842756003,-0.00323677473022464,1
-0.204350938195889,-0.00322909161246084,1
-0.204351612591042,-0.00322164718069082,1
-0.204350465289838,-0.0032156169528911,1
-0.20434836843251,-0.00321136066601501,1
-0.204346194304828,-0.00320855263757901,1
-0.204344621142803,-0.00320688249100563,1
-0.20432798268642,-0.00321938587570396,1
-0.204302823287273,-0.00325138952482429,1
-0.204299881936235,-0.0032608300984206,1
-0.204301899948015,-0.00325478449373016,1
-0.204304792706836,-0.00324953782549975,1
-0.204311972822808,-0.00325066032992222,1
-0.204322086869509,-0.00325249410262522,1
-0.204330557629593,-0.00325131990551488,1
-0.204336703071771,-0.00324768767502537,1
-0.204341620077342,-0.00324260646831691,1
-0.204345825216687,-0.00323610781876209,1
-0.20434827915738,-0.00322874173774521,1
-0.204348408114294,-0.00322190305289788,1
-0.204346787374276,-0.00321649478917847,1
-0.204344283286893,-0.00321265396883696,1
-0.204341668869115,-0.00321035081303767,1
-0.204323277191888,-0.00322291043480989,1
-0.204296535516674,-0.00325601045996977,1
-0.204293273032586,-0.00326670409659157,1
-0.204296191115447,-0.0032620957144057,1
-0.204301037611635,-0.00325795814238851,1
-0.204310615510469,-0.00325952700566093,1
-0.20432311098771,-0.00326112574151172,1
-0.204333725318676,-0.00325892717281826,1
-0.204341536065252,-0.00325356856042074,1
-0.204347533503105,-0.0032465221223683,1
-0.204352458530162,-0.00323825204987661,1
-0.204355475191038,-0.00322923731296004,1
-0.204355736431572,-0.00322072790069015,1
-0.204353540448453,-0.003213861798069,1
-0.204349979166373,-0.00320911697806797,1
-0.204346328720713,-0.00320648101046102,1
-0.204327075129564,-0.00321907398271641,1
-0.204299995697382,-0.00325249551779657,1
-0.204296508776284,-0.00326408568820466,1
-0.20429963157322,-0.00326061248010461,1
-0.204305292116617,-0.00325725656963373,1
-0.204315941593829,-0.00325870955038085,1
-0.204329149303837,-0.00325928178178979,1
-0.204339806256596,-0.00325561596908043,1
-0.204346924913047,-0.00324873926962883,1
-0.204351452217073,-0.0032403405877013,1
-0.204354072952348,-0.00323135954415037,1
-0.204354415333253,-0.00322294927853617,1
-0.204352609313872,-0.00321629226662436,1
-0.204349506765753,-0.00321178093883935,1
-0.204346154261798,-0.00320927059325281,1
-0.204343668920582,-0.00320843697613481,1
-0.204326840016823,-0.00322213683764731,1
-0.204302396925594,-0.00325492152368528,1
-0.20430049925636,-0.00326462307257468,1
-0.204304153059733,-0.00325889279618118,1
-0.204309327936608,-0.00325352003755451,1
-0.204318698502458,-0.00325349366850328,1
-0.204330145718127,-0.00325331652398453,1
-0.204338977102307,-0.00324979028643693,1
-0.204344675452549,-0.00324384115573016,1
-0.204348427560347,-0.00323677473078744,1
-0.204350938196093,-0.00322909161308434,1
-0.204351612591175,-0.00322164718126747,1
-0.204350465289974,-0.00321561695346716,1
-0.204348368432733,-0.00321136066677608,1
-0.204346194305213,-0.00320855263848015,1
-0.204344621143397,-0.00320688249197175,1
-0.204327982687282,-0.00321938587658618,1
-0.204302823288344,-0.0032513895255026,1
-0.204299881937394,-0.00326083009872831,1
-0.204301899949173,-0.00325478449365799,1
-0.204304792707905,-0.00324953782526015,1
-0.204311972823724,-0.00325066032957429,1
-0.204322086870242,-0.00325249410225052,1
-0.204330557630162,-0.00325131990501232,1
-0.204336703072224,-0.00324768767464582,1
-0.204341620077752,-0.00324260646803488,1
-0.204345825217132,-0.00323610781856788,1
-0.204348279157924,-0.00322874173759073,1
-0.204348408114967,-0.00322190305270773,1
-0.204346787375067,-0.00321649478905634,1
-0.204344283287755,-0.00321265396853175,1
-0.204341668869975,-0.003210350812517,1
-0.204323277192634,-0.0032229104339371,1
-0.204296535517203,-0.00325601045900114,1
-0.204293273032903,-0.00326670409559232,1
-0.204296191115557,-0.00326209571345736,1
-0.204301037611582,-0.00325795814156148,1
-0.204310615510321,-0.00325952700499754,1
-0.204323110987544,-0.00326112574101807,1
-0.204333725318562,-0.00325892717246509,1
-0.204341536065237,-0.00325356856015054,1
-0.204347533503206,-0.00324652212210298,1
-0.204352458530355,-0.00323825204954348,1
-0.204355475191266,-0.00322923731250897,1
-0.204355736431761,-0.00322072790010565,1
-0.204353540448531,-0.00321386179718659,1
-0.204349979166278,-0.00320911697712532,1
-0.204346328720418,-0.00320648100952989,1
-0.204327075129038,-0.00321907398181435,1
-0.204299995696698,-0.00325249551701214,1
-0.204296508775541,-0.00326408568770288,1
-0.204299631572488,-0.00326061247987609,1
-0.204305292115951,-0.00325725656963936,1
-0.204315941593267,-0.00325870955037906,1
-0.204329149303384,-0.00325928178171805,1
-0.204339806256225,-0.00325561596888005,1
-0.204346924912702,-0.00324873926925875,1
-0.204351452216684,-0.00324034058722925,1
-0.204354072951846,-0.00323135954359939,1
-0.20435441533259,-0.00322294927796242,1
-0.204352609313034,-0.00321629226610363,1
-0.20434950676476,-0.00321178093844809,1
-0.204346154260705,-0.00320927059304987,1
-0.204343668919465,-0.00320843697614787,1
-0.204326840015788,-0.00322213683784664,1
-0.204302396924732,-0.00325492152398833,1
-0.204300499255661,-0.0032646230730399,1
-0.204304153059178,-0.00325889279673924,1
-0.204309327936156,-0.00325352003797187,1
-0.204318698502047,-0.0032534936687602,1
-0.204330145717691,-0.00325331652427689,1
-0.204338977101799,-0.00324979028661758,1
-0.204344675451942,-0.00324384115604519,1
-0.204348427559651,-0.00323677473113418,1
-0.204350938195351,-0.00322909161352099,1
-0.20435161259045,-0.003221647182009,1
-0.20435046528934,-0.00321561695450966,1
-0.204348368432261,-0.00321136066789942,1
-0.20434619430495,-0.00320855263962347,1
-0.204344621143359,-0.00320688249305622,1
-0.204327982687479,-0.00321938587767127,1
-0.204302823288684,-0.00325138952632814,1
-0.204299881937764,-0.0032608300994566,1
-0.204301899949511,-0.00325478449431774,1
