hi,it
-9.02199674675667,1
-8.95868417132071,1
-9.02199674635003,1
-8.95868417227959,1
-9.02199674795972,1
-8.95868417093955,1
-9.02199674896123,1
-8.9586841731282,1
-9.02199674957104,1
-8.95868417354503,1
-9.02199674940933,1
-8.95868417397655,1
-9.02199674798992,1
-8.95868417421921,1
-9.02199674747096,1
-8.95868417228543,1
-9.02199674669733,1
-8.95868417264864,1
-9.02199674752148,1
-8.95868417127429,1
-9.02199674822812,1
-8.95868417260655,1
-9.02199674898381,1
-8.95868417296854,1
-9.02199674925215,1
-8.95868417357712,1
-9.02199674850584,1
-8.95868417396243,1
-9.02199674802167,1
-8.95868417290944,1
-9.02199674717848,1
-8.95868417304095,1
-9.02199674745796,1
-8.95868417177536,1
-9.02199674781834,1
-8.95868417246871,1
-9.02199674847474,1
-8.95868417259446,1
-9.02199674892319,1
-8.95868417319794,1
-9.02199674864301,1
-8.958684173667,1
-9.02199674837854,1
-8.95868417311763,1
-9.02199674764466,1
-8.95868417325502,1
-9.02199674760837,1
-8.9586841722486,1
-9.02199674766731,1
-8.95868417257957,1
-9.0219967481349,1
-8.9586841724368,1
-9.02199674857999,1
-8.95868417291343,1
-9.0219967485874,1
-8.95868417333826,1
-9.02199674852093,1
-8.95868417313738,1
-9.02199674800188,1
-8.9586841732625,1
-9.02199674782286,1
-8.95868417260326,1
-9.02199674770098,1
-8.95868417271253,1
-9.02199674795327,1
-8.95868417250054,1
-9.02199674831054,1
-8.95868417272675,1
-9.02199674842677,1
-8.95868417312946,1
-9.02199674852961,1
-8.95868417299786,1
-9.02199674818464,1
-8.95868417328796,1
-9.02199674801568,1
-8.95868417283622,1
-9.02199674782995,1
-8.95868417278982,1
-9.021996747908,1
-8.95868417257292,1
-9.02199674812016,1
-8.95868417273428,1
-9.02199674829412,1
-8.95868417290526,1
-9.02199674844206,1
-8.9586841729397,1
-9.02199674827169,1
-8.95868417320337,1
-9.02199674816074,1
-8.95868417292684,1
-9.02199674795752,1
-8.95868417293632,1
-9.02199674793366,1
-8.9586841727133,1
-9.02199674803124,1
-8.95868417274737,1
-9.02199674816225,1
-8.95868417286302,1
-9.02199674834021,1
-8.95868417284731,1
-9.0219967482701,1
-8.958684173161,1
-9.02199674823156,1
-8.9586841729546,1
-9.02199674805877,1
-8.95868417300693,1
-9.02199674800371,1
-8.95868417280392,1
-9.02199674800686,1
-8.9586841728189,1
-9.02199674810727,1
-8.95868417277911,1
-9.02199674822725,1
-8.95868417286643,1
-9.02199674825076,1
-8.95868417297715,1
-9.02199674824391,1
-8.9586841729782,1
