we1,we2,we3,we4,we5,we6,it
-4.08393406882901,-0.00350566184950849,6302.03486310113,0.00585760005098549,-0.298230170336738,1.39994544561778,4
-4.08393406893228,-0.00350566038168663,6308.31804840831,0.00585759994968533,-0.298230168882883,1.3999454456301,4
-4.08393406884537,-0.00350566198041863,6314.60123371557,0.00585759986883175,-0.298230167617012,1.39994544561718,4
-4.08393406874122,-0.00350566294166007,6320.88441902266,0.00585759993594005,-0.298230169348114,1.39994544560897,4
-4.08393406882255,-0.00350566116648342,6327.16760432984,0.00585760004306976,-0.298230170093788,1.39994544562344,4
-4.08393406892571,-0.00350566070686955,6333.45078963702,0.00585759995635085,-0.298230168237423,1.39994544562754,4
-4.08393406884992,-0.00350566254581222,6339.73397494428,0.00585759987812403,-0.298230168022398,1.39994544561247,4
-4.08393406874961,-0.00350566247912515,6346.01716025138,0.00585759993079623,-0.298230169856451,1.39994544561268,4
-4.08393406881841,-0.00350566074886511,6352.30034555856,0.00585760003070103,-0.298230169568826,1.39994544562695,4
-4.08393406891525,-0.00350566126160931,6358.58353086574,0.00585759996092764,-0.298230167891682,1.39994544562305,4
-4.08393406885328,-0.00350566277916378,6364.86671617292,0.00585759986531012,-0.298230168617721,1.39994544561044,4
-4.08393406876219,-0.00350566188099641,6371.1499014801,0.00585759992638923,-0.298230170028184,1.39994544561756,4
-4.08393406881649,-0.00350566066997575,6377.43308678728,0.0058576000165827,-0.298230168954258,1.39994544562771,4
-4.0839340689019,-0.00350566187218046,6383.71627209454,0.00585759999161477,-0.298230167892895,1.39994544561804,4
-4.08393406885533,-0.00350566271251944,6389.99945740172,0.00585759990665728,-0.298230169205129,1.3999454456109,4
-4.08393406877527,-0.00350566133569094,6396.28264270882,0.00585759992165122,-0.298230169867977,1.39994544562207,4
-4.08393406881344,-0.00350566089748817,6402.565828016,0.00585760000239007,-0.298230168434711,1.39994544562593,4
-4.08393406888795,-0.00350566233220284,6408.84901332326,0.00585759999614684,-0.2982301681852,1.39994544561421,4
-4.0839340688585,-0.00350566235447516,6415.13219863036,0.00585759989426598,-0.298230169623388,1.39994544561376,4
-4.08393406878877,-0.00350566098708492,6421.41538393754,0.00585759991674419,-0.298230169475775,1.399945445625,4
-4.0839340688099,-0.00350566133456443,6427.6985692448,0.00585760001556894,-0.298230168139871,1.3999454456224,4
-4.0839340688756,-0.00350566253577091,6433.9817545519,0.00585759997478163,-0.298230168640224,1.39994544561245,4
-4.08393406886241,-0.0035056618933028,6440.26493985908,0.00585759990648372,-0.298230169783149,1.39994544561752,4
-4.08393406880137,-0.00350566090005553,6446.54812516626,0.00585759991202669,-0.29823016899859,1.3999454456258,4
-4.08393406880558,-0.00350566179832906,6452.83131047352,0.00585760000384309,-0.298230168115337,1.39994544561859,4
-4.08393406886356,-0.00350566251175265,6459.1144957807,0.00585760000606234,-0.298230169102691,1.39994544561257,4
-4.08393406886646,-0.00350566146037877,6465.39768108779,0.00585759991664104,-0.298230169682058,1.39994544562109,4
-4.08393406881114,-0.00350566105595203,6471.68086639497,0.00585759990795439,-0.298230168582253,1.3999454456246,4
-4.0839340688018,-0.00350566217130399,6477.96405170224,0.00585759999584652,-0.298230168323748,1.39994544561549,4
-4.08393406885542,-0.00350566224550001,6484.24723700933,0.0058575999831491,-0.298230169445306,1.39994544561469,4
-4.08393406887,-0.00350566117105513,6490.53042231651,0.00585759992390229,-0.298230169390955,1.39994544562352,4
-4.08393406881839,-0.00350566138927386,6496.81360762377,0.00585759993168495,-0.298230168333242,1.39994544562191,4
-4.08393406879923,-0.00350566234522615,6503.09679293087,0.00585759996222376,-0.298230168669555,1.399945445614,4
-4.08393406884857,-0.0035056618916296,6509.37997823805,0.00585759998484168,-0.298230169590123,1.39994544561757,4
-4.08393406887196,-0.00350566108315338,6515.66316354523,0.00585759993023849,-0.298230169021514,1.39994544562431,4
-4.08393406882395,-0.00350566175128279,6521.94634885249,0.00585759993121555,-0.298230168293623,1.39994544561894,4
-4.08393406879822,-0.00350566233248479,6528.22953415959,0.00585759995725831,-0.298230169033514,1.39994544561404,4
-4.08393406884479,-0.00350566154920087,6534.51271946677,0.00585759998472871,-0.298230169530819,1.39994544562039,4
-4.08393406887234,-0.0035056612038828,6540.79590477403,0.00585759995987947,-0.298230168689506,1.39994544562338,4
