hi,it
-2.18036702120849,1
-2.18543733746279,1
-2.18263825243412,1
-2.1803670209729,1
-2.18543733729282,1
-2.18263825268746,1
-2.18036702108071,1
-2.18543733704186,1
-2.18263825264891,1
-2.18036702134729,1
-2.18543733698284,1
-2.18263825240657,1
-2.1803670214967,1
-2.18543733714864,1
-2.18263825222629,1
-2.18036702137789,1
-2.18543733734371,1
-2.18263825229579,1
-2.18036702116095,1
-2.18543733736065,1
-2.18263825249933,1
-2.18036702106412,1
-2.18543733720807,1
-2.18263825262869,1
-2.180367021198,1
-2.18543733706136,1
-2.18263825254479,1
-2.18036702136882,1
-2.18543733706763,1
-2.18263825235875,1
-2.18036702141259,1
-2.18543733720528,1
-2.18263825228533,1
-2.18036702128783,1
-2.18543733731546,1
-2.18263825238015,1
-2.1803670211569,1
-2.18543733728946,1
-2.18263825252372,1
-2.1803670211419,1
-2.18543733717201,1
-2.18263825257302,1
-2.18036702125778,1
-2.18543733708927,1
-2.18263825246577,1
-2.1803670213626,1
-2.18543733712805,1
-2.18263825235752,1
-2.18036702134651,1
-2.18543733723033,1
-2.18263825234889,1
-2.18036702125681,1
-2.18543733728128,1
-2.18263825242485,1
-2.1803670211671,1
-2.18543733724139,1
-2.18263825251803,1
-2.18036702119093,1
-2.18543733716162,1
-2.18263825252668,1
-2.18036702128557,1
-2.18543733712282,1
-2.182638252433,1
-2.18036702135159,1
-2.18543733716507,1
-2.18263825236817,1
-2.18036702130768,1
-2.18543733723097,1
-2.18263825238338,1
-2.18036702123236,1
-2.18543733725289,1
-2.18263825245896,1
-2.1803670211939,1
-2.18543733721244,1
-2.18263825249961,1
-2.18036702122989,1
-2.18543733716482,1
-2.1826382524859,1
-2.18036702128704,1
-2.18543733715101,1
-2.1826382524214,1
-2.18036702130785,1
-2.18543733718849,1
-2.18263825239518,1
-2.18036702128008,1
-2.18543733722884,1
-2.1826382524271,1
-2.18036702122991,1
-2.18543733722553,1
-2.1826382524533,1
-2.18036702121127,1
-2.18543733719899,1
-2.18263825248253,1
-2.18036702125508,1
-2.18543733717211,1
-2.18263825246376,1
-2.18036702128578,1
-2.18543733717062,1
-2.18263825241812,1
-2.18036702129642,1
-2.18543733719815,1
-2.18263825241215,1
-2.18036702126568,1
-2.18543733721444,1
-2.18263825242508,1
-2.18036702123802,1
-2.18543733721379,1
-2.18263825246214,1
-2.18036702123776,1
-2.18543733719297,1
-2.18263825247106,1
-2.18036702125755,1
-2.1854373371806,1
-2.18263825245464,1
